batch class_loss class_acc conf_loss conf
0 0.6215 68.75 0.5752 80.89
10 0.6608 78.12 0.4234 82.75
20 0.4934 84.38 0.2625 77.56
30 0.5384 78.12 0.3337 79.01
40 0.4512 81.25 0.2761 78.28
50 0.6403 78.12 0.4198 77.78
60 0.6528 71.88 0.4430 79.41
70 0.6774 81.25 0.3763 76.29
80 0.6602 75.00 0.4877 80.68
90 0.3174 87.50 0.3615 78.26
100 0.3798 84.38 0.3945 77.49
110 0.6619 78.12 0.3969 79.17
120 0.6257 71.88 0.3687 78.40
130 0.4971 84.38 0.3411 76.88
140 0.6390 81.25 0.3805 78.37
150 0.6336 68.75 0.5044 78.50
160 0.6834 68.75 0.4377 78.82
170 0.7278 68.75 0.5202 77.52
180 0.6264 71.88 0.4068 75.92
190 0.3216 84.38 0.2758 79.70
200 0.4795 71.88 0.3205 78.70
210 0.7142 71.88 0.5223 80.80
220 0.5188 84.38 0.3907 79.54
230 0.5056 81.25 0.3502 82.54
240 0.7003 71.88 0.3179 79.42
250 0.7619 68.75 0.5037 79.77
260 0.5547 81.25 0.3941 76.70
270 0.7828 71.88 0.5430 82.41
280 0.7844 65.62 0.5320 79.25
290 0.4332 84.38 0.2706 79.77
300 0.3359 84.38 0.3339 80.83
310 0.6253 71.88 0.4955 76.29
320 0.5185 81.25 0.4016 76.10
330 0.4104 78.12 0.2919 80.56
340 0.7053 71.88 0.4147 79.89
350 0.7726 68.75 0.4590 80.10
360 0.6132 75.00 0.3863 77.36
370 0.4409 84.38 0.3606 79.58
380 0.6818 75.00 0.4072 77.50
390 0.4780 78.12 0.5257 79.35
400 0.7330 65.62 0.5550 77.02
410 0.5222 81.25 0.3505 75.41
420 0.5154 81.25 0.3565 78.77
430 0.4724 68.75 0.4087 80.82
440 0.5690 81.25 0.3535 80.58
450 0.3658 87.50 0.2986 76.11
460 0.4151 87.50 0.3375 77.25
470 0.3645 87.50 0.2531 79.20
480 0.5512 75.00 0.4916 82.39
490 0.3590 81.25 0.4685 82.26
500 0.4484 84.38 0.3732 80.30
510 0.5849 75.00 0.3589 81.31
520 0.4431 78.12 0.3932 82.60
530 0.5669 81.25 0.4992 76.81
540 0.5476 75.00 0.5701 77.76
550 0.6610 75.00 0.5249 77.19
560 0.4185 81.25 0.3028 79.16
570 0.3701 90.62 0.3685 78.65
580 0.5284 75.00 0.3731 79.04
590 0.6406 62.50 0.4298 78.49
600 0.5929 78.12 0.4376 78.93
610 0.6094 75.00 0.4275 78.46
620 0.4373 78.12 0.3919 79.90
630 0.4181 84.38 0.2909 79.78
640 0.3910 87.50 0.3230 79.02
650 0.4566 87.50 0.3743 76.05
660 0.7025 71.88 0.5641 78.24
670 0.7231 71.88 0.4706 80.51
680 0.3907 84.38 0.2948 80.37
690 0.4748 75.00 0.3446 77.55
700 0.3402 90.62 0.3091 75.69
710 0.4696 87.50 0.3294 81.92
720 0.4677 78.12 0.3275 78.59
730 0.3091 87.50 0.2741 81.86
740 0.4480 87.50 0.3007 79.52
750 0.6750 71.88 0.4195 77.07
