batch class_loss class_acc conf_loss conf
0 1.1008 59.38 0.4504 63.11
10 1.0162 62.50 0.3899 63.40
20 1.0987 65.62 0.4230 63.86
30 0.9662 65.62 0.3492 62.31
40 1.1625 56.25 0.4901 62.89
50 0.8881 71.88 0.5519 63.06
60 0.6841 84.38 0.5158 59.71
70 1.2843 59.38 0.6058 61.62
80 1.4782 50.00 0.6203 64.43
90 1.1117 62.50 0.5848 64.70
100 1.1414 62.50 0.5687 61.49
110 1.1949 62.50 0.5537 62.85
120 1.4316 62.50 0.5466 61.64
130 1.4457 56.25 0.4666 61.14
140 1.2694 56.25 0.4704 60.14
150 1.5832 43.75 0.7062 63.95
160 1.2382 56.25 0.4272 61.49
170 1.1043 62.50 0.4501 60.45
180 0.8889 75.00 0.5239 63.69
190 1.0237 65.62 0.4616 67.12
200 1.0465 68.75 0.5236 64.89
210 1.1175 65.62 0.4083 60.70
220 1.0543 71.88 0.4220 62.91
230 0.8508 75.00 0.4743 65.65
240 1.0160 71.88 0.3775 66.99
250 1.0458 65.62 0.6178 62.16
260 1.1207 62.50 0.3785 64.34
270 1.3569 56.25 0.4975 62.76
280 0.7880 68.75 0.5042 63.76
290 0.8218 71.88 0.5110 64.97
300 1.2440 53.12 0.4782 61.36
310 0.8976 68.75 0.4886 60.94
320 0.8649 65.62 0.4470 63.95
330 0.6369 84.38 0.4689 60.35
340 0.9071 65.62 0.3688 61.42
350 1.5387 43.75 0.5838 62.09
360 1.1101 56.25 0.4529 65.24
370 0.8768 71.88 0.4031 63.36
380 0.8135 81.25 0.5520 63.25
390 0.8176 68.75 0.4160 61.58
400 1.6368 46.88 0.5357 59.51
410 0.9681 68.75 0.4076 63.15
420 0.8546 71.88 0.4621 63.98
430 1.0425 68.75 0.4205 66.40
440 1.1121 62.50 0.3516 61.66
450 1.4002 53.12 0.5892 63.12
460 1.3207 59.38 0.4813 61.60
470 0.9715 65.62 0.4387 63.35
480 1.0398 65.62 0.4546 61.17
490 1.3086 59.38 0.4739 62.26
500 1.1486 65.62 0.6983 58.54
510 1.3383 53.12 0.4758 63.45
520 0.9258 71.88 0.3739 66.84
530 0.6681 71.88 0.4002 70.57
540 0.8595 78.12 0.4128 63.17
550 1.1171 59.38 0.4831 66.22
560 0.9596 71.88 0.4395 62.17
570 1.0295 59.38 0.4284 58.70
580 1.3291 56.25 0.5041 58.25
590 1.2309 56.25 0.5163 60.08
600 0.7538 68.75 0.4441 65.61
610 0.9301 68.75 0.4149 59.10
620 1.1421 59.38 0.4526 62.81
630 1.0609 59.38 0.5076 61.49
640 1.3149 59.38 0.3894 63.21
650 1.2142 59.38 0.4072 59.87
660 0.9985 68.75 0.5544 66.35
670 0.6366 81.25 0.4341 63.82
680 0.8549 71.88 0.4291 62.49
690 1.4065 46.88 0.5011 60.22
700 1.4237 53.12 0.4927 58.84
710 1.0246 59.38 0.5376 61.59
720 1.0205 71.88 0.5225 58.21
730 1.0303 59.38 0.5377 61.58
740 1.0739 62.50 0.5004 59.64
750 1.2045 50.00 0.5246 61.53
760 1.0161 65.62 0.3871 60.27
770 1.0927 56.25 0.3636 60.95
780 1.1566 65.62 0.5948 61.74
790 0.8585 71.88 0.5626 60.66
800 0.9459 78.12 0.5290 61.96
810 0.9477 68.75 0.5632 61.86
820 1.1185 65.62 0.3967 63.44
830 1.4988 46.88 0.6456 62.13
840 1.2119 53.12 0.5078 58.47
850 1.1528 65.62 0.4542 60.43
860 1.0413 62.50 0.4904 63.73
870 1.5011 56.25 0.5325 58.73
880 1.2369 68.75 0.4675 59.00
890 1.1301 62.50 0.5566 64.28
900 0.8813 71.88 0.5068 60.02
910 1.5541 50.00 0.4698 65.90
920 1.3539 46.88 0.5216 59.18
930 1.5973 46.88 0.7358 59.28
940 0.8941 68.75 0.5718 58.36
950 1.0186 59.38 0.3916 58.27
960 1.5247 43.75 0.4580 62.34
970 1.1587 50.00 0.4673 61.07
980 1.1322 50.00 0.4860 57.91
990 1.2153 46.88 0.4205 58.53
1000 0.9069 71.88 0.4791 60.49
1010 0.8235 68.75 0.2587 64.49
1020 1.0365 62.50 0.5358 62.33
1030 0.8178 75.00 0.3798 62.51
1040 1.0799 53.12 0.4725 58.04
1050 0.9770 62.50 0.4191 60.90
1060 1.1129 59.38 0.6154 66.71
1070 0.9953 62.50 0.3585 65.03
1080 1.1835 56.25 0.5495 61.08
1090 1.3778 62.50 0.5964 65.85
1100 1.0280 65.62 0.4181 61.02
1110 1.1520 59.38 0.4588 61.89
1120 1.1456 59.38 0.4748 64.59
1130 1.1082 59.38 0.5362 65.34
1140 0.9085 71.88 0.4760 65.63
1150 1.0009 71.88 0.4481 60.62
1160 0.9120 68.75 0.3926 64.95
1170 1.1087 53.12 0.4773 61.49
1180 1.0582 62.50 0.4031 63.82
1190 1.2737 50.00 0.4367 61.70
1200 1.1754 59.38 0.5216 60.98
1210 1.0800 65.62 0.5211 63.45
1220 1.0894 62.50 0.5659 61.84
1230 1.3278 50.00 0.6225 60.95
1240 1.4604 56.25 0.5232 62.76
1250 0.9489 68.75 0.6426 59.46
1260 0.8614 78.12 0.5805 64.21
1270 1.2715 59.38 0.5537 64.34
1280 1.0610 62.50 0.4633 64.79
1290 1.1394 62.50 0.4812 61.24
1300 0.7253 81.25 0.4129 64.70
1310 1.1198 53.12 0.4674 60.96
1320 1.0938 78.12 0.4709 62.40
1330 1.1923 56.25 0.4375 63.76
1340 0.9579 62.50 0.4002 63.06
1350 0.8763 68.75 0.4542 64.01
1360 0.6176 84.38 0.4819 63.60
1370 1.0892 46.88 0.4794 65.93
