batch class_loss class_acc conf_loss conf
0 0.6316 81.25 0.4084 72.32
10 0.4909 81.25 0.3778 73.00
20 0.8596 68.75 0.7912 72.62
30 0.7328 68.75 0.4033 71.83
40 1.3276 46.88 0.8215 73.62
50 0.5082 84.38 0.3703 75.11
60 0.4702 78.12 0.4181 73.43
70 0.4741 90.62 0.4723 72.70
80 0.6278 81.25 0.4098 72.64
90 0.7758 65.62 0.5286 70.70
100 0.4400 90.62 0.3625 72.61
110 0.6046 75.00 0.3998 73.42
120 0.7729 68.75 0.4251 72.71
130 0.5258 75.00 0.4640 75.75
140 0.4033 87.50 0.3584 75.34
150 0.4306 90.62 0.4539 73.66
160 0.5356 78.12 0.3781 74.44
170 0.5325 81.25 0.4168 70.03
180 0.7719 65.62 0.5051 73.70
190 0.5873 75.00 0.3877 73.68
200 0.5445 75.00 0.3639 74.23
210 0.6579 75.00 0.4643 72.47
220 0.9068 68.75 0.4545 74.88
230 0.5538 78.12 0.3967 75.99
240 0.5974 71.88 0.4417 74.92
250 0.6934 78.12 0.5675 73.89
260 0.6741 71.88 0.3135 73.46
270 0.6608 78.12 0.5951 73.45
280 0.5292 71.88 0.4538 74.01
290 0.5637 78.12 0.3728 72.41
300 0.6254 78.12 0.4112 74.05
310 0.8079 65.62 0.4807 72.42
320 0.5995 75.00 0.4588 70.71
330 0.9105 62.50 0.5992 72.83
340 0.7134 68.75 0.3897 70.89
350 0.5470 75.00 0.4755 75.12
360 0.8886 53.12 0.6251 70.01
370 0.6119 75.00 0.4235 73.41
380 0.6171 84.38 0.4342 71.94
390 0.5499 75.00 0.3719 75.03
400 0.5813 84.38 0.5619 74.07
410 0.5735 78.12 0.5154 71.21
420 0.8827 59.38 0.6102 73.31
430 0.5245 84.38 0.4599 72.24
440 0.7624 68.75 0.5394 73.02
450 0.6684 75.00 0.4454 74.92
460 0.4654 81.25 0.4420 73.68
470 0.5834 75.00 0.3928 73.88
480 0.4660 81.25 0.4480 72.08
490 0.7221 71.88 0.4818 72.24
500 0.6415 71.88 0.4315 73.20
510 0.5521 75.00 0.4770 74.70
520 0.7820 65.62 0.6533 77.02
530 0.6303 71.88 0.4003 73.29
540 0.6513 65.62 0.4309 72.41
550 0.8140 71.88 0.5432 71.97
560 0.9633 56.25 0.6555 74.88
570 0.5838 68.75 0.4252 69.95
580 0.7452 65.62 0.5747 73.04
590 0.7826 62.50 0.4851 73.11
600 0.6238 65.62 0.4517 72.97
610 0.6329 71.88 0.4869 73.65
620 0.4206 81.25 0.3282 74.08
630 0.5764 81.25 0.3509 71.40
640 0.5979 81.25 0.4646 72.11
650 0.6384 71.88 0.4283 71.27
660 0.5362 71.88 0.3501 72.04
670 0.5248 75.00 0.3502 73.96
680 0.5683 75.00 0.4052 74.62
690 0.6702 65.62 0.4900 75.49
700 0.5279 81.25 0.4036 71.49
710 0.7237 71.88 0.3905 72.27
720 0.8045 65.62 0.5301 72.29
730 0.9004 62.50 0.6043 71.95
740 0.7025 71.88 0.3908 72.35
