batch class_loss class_acc conf_loss conf
0 1.1403 56.25 0.4589 63.77
10 1.3561 53.12 0.7272 62.77
20 0.9736 65.62 0.4913 61.39
30 0.8181 75.00 0.4761 61.66
40 1.2958 53.12 0.6474 58.43
50 1.2613 59.38 0.6386 57.39
60 1.2811 56.25 0.5215 58.80
70 1.2420 59.38 0.5413 60.67
80 1.3407 56.25 0.6186 60.91
90 1.3735 53.12 0.5036 57.19
100 1.3684 53.12 0.6619 57.42
110 1.2220 59.38 0.5798 59.97
120 1.2528 62.50 0.4730 57.21
130 1.4564 46.88 0.4453 59.27
140 1.2456 53.12 0.4985 61.18
150 1.1206 68.75 0.6150 57.41
160 1.2412 59.38 0.5182 61.93
170 1.3045 46.88 0.6324 61.68
180 1.0602 59.38 0.4115 60.80
190 1.4348 50.00 0.4834 58.70
200 1.1686 56.25 0.5639 60.25
210 1.2526 62.50 0.4980 60.72
220 1.1143 65.62 0.3578 57.01
230 1.1271 65.62 0.4727 55.87
240 1.3110 62.50 0.6512 60.01
250 1.0631 68.75 0.5780 62.75
260 1.2021 56.25 0.4615 61.09
270 1.0461 65.62 0.4765 60.93
280 1.0742 59.38 0.4782 60.99
290 1.2307 59.38 0.6114 62.88
300 1.4061 53.12 0.6745 61.72
310 0.8738 71.88 0.5522 62.27
320 1.2990 40.62 0.5336 59.55
330 1.0836 65.62 0.4806 60.40
340 1.2443 62.50 0.5373 57.05
350 1.2278 50.00 0.5590 59.96
360 1.2056 59.38 0.4884 58.59
370 1.1031 62.50 0.5290 54.47
380 1.2459 59.38 0.6051 56.23
390 1.2323 62.50 0.5833 56.75
400 1.3853 43.75 0.5186 57.83
410 0.8645 68.75 0.4633 60.94
420 1.1349 53.12 0.4849 57.54
430 1.0793 65.62 0.4529 57.73
440 0.9890 71.88 0.4341 62.48
450 0.8614 71.88 0.5018 61.80
460 1.0956 62.50 0.6535 63.63
470 0.9470 65.62 0.4535 61.39
480 1.1886 56.25 0.6147 62.32
490 0.9558 65.62 0.4056 58.31
500 1.4927 53.12 0.4369 60.45
510 1.3185 56.25 0.6840 60.76
520 1.2162 65.62 0.5181 55.22
530 1.1927 62.50 0.6351 60.18
540 1.2429 62.50 0.4692 59.91
550 1.2774 56.25 0.5956 61.86
560 0.8549 71.88 0.4432 62.22
570 0.7627 78.12 0.4573 63.97
580 1.3321 50.00 0.4654 60.93
590 1.2550 62.50 0.5226 59.76
600 0.9842 62.50 0.3945 59.18
