batch class_loss class_acc conf_loss conf
0 1.2965 50.00 0.6125 61.36
10 0.8766 75.00 0.6826 63.38
20 1.2051 53.12 0.6085 60.37
30 0.8492 68.75 0.4636 57.35
40 1.1613 56.25 0.4790 54.56
50 0.7881 78.12 0.4804 57.38
60 1.2124 56.25 0.6596 62.88
70 0.9859 71.88 0.5522 66.07
80 1.1436 59.38 0.4456 66.14
90 1.5875 59.38 0.6138 61.71
100 1.3281 53.12 0.4879 60.36
110 1.1804 59.38 0.4755 61.54
120 0.9724 65.62 0.4516 61.66
130 1.0190 68.75 0.5362 65.50
140 1.2850 59.38 0.4373 61.71
150 0.9546 65.62 0.4542 63.13
160 1.3957 50.00 0.6519 61.95
170 0.9087 65.62 0.3642 60.86
180 1.2517 50.00 0.6329 63.42
190 1.0696 62.50 0.4873 66.23
200 1.1034 59.38 0.5185 62.17
210 1.0832 59.38 0.5058 60.86
220 1.3163 46.88 0.6358 61.79
230 0.9971 59.38 0.4427 60.40
240 1.1643 62.50 0.5236 61.63
250 1.0223 68.75 0.4222 62.45
260 1.1335 56.25 0.5352 65.20
270 1.1387 75.00 0.5910 62.69
280 1.3516 53.12 0.5710 63.21
290 1.1528 59.38 0.4160 63.08
300 1.3745 56.25 0.5269 63.75
310 0.9948 59.38 0.4368 58.60
320 0.9695 68.75 0.4985 59.29
330 1.3982 56.25 0.6381 60.93
340 1.0100 53.12 0.5033 62.09
350 1.3653 46.88 0.4893 58.16
360 1.5316 56.25 0.5235 57.96
370 1.3916 53.12 0.5188 60.55
380 1.6908 37.50 0.5283 56.89
390 1.4620 46.88 0.6109 55.92
400 1.1874 62.50 0.5357 55.13
410 1.0440 65.62 0.4468 59.54
420 1.0866 59.38 0.4039 64.48
430 1.1314 56.25 0.5954 64.22
440 1.1332 65.62 0.4752 62.74
450 0.8404 68.75 0.5228 64.95
460 1.0557 65.62 0.4090 66.42
470 1.1520 65.62 0.4947 62.40
480 1.2059 62.50 0.5666 56.74
490 0.7410 75.00 0.5222 62.96
500 0.9433 71.88 0.5024 59.96
510 1.2801 62.50 0.4821 60.94
520 1.2075 53.12 0.5121 65.78
530 1.4593 46.88 0.6228 61.80
540 1.4203 53.12 0.5986 59.13
550 1.2989 53.12 0.5754 58.10
560 1.3330 46.88 0.4844 59.23
570 1.0302 65.62 0.5299 57.02
580 0.9280 65.62 0.3738 59.88
590 1.3278 56.25 0.4747 61.50
600 1.0951 68.75 0.4711 62.68
610 1.2650 56.25 0.4947 62.14
620 0.8236 65.62 0.3953 67.65
630 1.0868 65.62 0.4456 65.20
640 1.0541 65.62 0.5538 61.41
650 1.1660 59.38 0.5013 62.75
660 0.7566 71.88 0.5051 64.33
670 1.7176 43.75 0.6218 62.30
680 1.2536 56.25 0.4789 61.39
690 1.1966 59.38 0.5873 58.96
700 0.8988 75.00 0.3963 62.36
710 1.0501 65.62 0.5245 61.79
720 0.8113 71.88 0.4019 63.53
730 1.1788 65.62 0.4921 62.84
740 0.9106 71.88 0.4066 65.54
750 1.0618 75.00 0.6169 66.40
760 1.3245 56.25 0.6174 62.85
770 1.2190 53.12 0.5886 62.76
780 0.9128 62.50 0.5448 63.41
790 1.1336 62.50 0.4697 63.60
800 1.1380 68.75 0.5890 67.37
810 1.0770 62.50 0.4597 67.07
820 1.2606 56.25 0.4496 63.91
830 1.1759 59.38 0.4980 60.25
840 1.2578 59.38 0.4387 60.57
850 0.9401 71.88 0.4973 58.90
860 1.3518 53.12 0.5722 59.44
870 0.8850 71.88 0.3457 63.26
880 0.8887 68.75 0.4334 66.67
890 1.1708 62.50 0.4883 62.81
900 1.3111 46.88 0.4678 63.49
910 1.1065 56.25 0.2903 59.97
920 1.1170 62.50 0.4534 60.53
930 1.0717 62.50 0.5401 62.01
940 0.8216 62.50 0.4375 60.56
950 1.0080 68.75 0.5373 61.57
960 1.3678 56.25 0.5274 65.16
970 0.7064 68.75 0.3381 64.62
980 1.6609 46.88 0.6134 64.41
990 1.0618 62.50 0.4232 64.14
1000 1.5442 50.00 0.4463 62.91
1010 1.4566 50.00 0.6469 62.69
1020 1.0777 62.50 0.3905 60.82
1030 0.8551 75.00 0.4223 59.39
1040 0.6657 75.00 0.3892 65.25
1050 0.8270 71.88 0.3912 61.54
1060 0.8744 68.75 0.3982 65.54
1070 0.9849 59.38 0.4711 60.82
1080 1.1952 65.62 0.4793 61.76
1090 1.1530 56.25 0.4832 62.33
1100 1.0469 59.38 0.3963 61.59
1110 1.0602 65.62 0.3335 64.89
1120 1.2773 59.38 0.5112 64.07
1130 1.3754 53.12 0.4001 63.25
1140 1.8158 43.75 0.8108 61.33
1150 1.4900 46.88 0.5140 65.41
1160 0.6475 81.25 0.5152 62.89
1170 1.3392 65.62 0.4755 62.73
1180 1.0667 59.38 0.5022 61.57
