batch class_loss class_acc conf_loss conf
0 0.5041 84.38 0.3594 76.61
10 0.9022 62.50 0.5709 76.43
20 0.4552 81.25 0.3382 79.89
30 0.7868 62.50 0.5975 77.74
40 0.6604 71.88 0.4255 77.90
50 0.5136 78.12 0.3660 78.82
60 0.4403 87.50 0.3263 79.30
70 0.7416 75.00 0.4042 79.82
80 0.9752 59.38 0.6950 78.23
90 0.6905 71.88 0.4556 74.77
100 0.4139 84.38 0.3821 78.25
110 0.5046 78.12 0.5252 77.78
120 0.5091 81.25 0.3556 79.08
130 0.3966 87.50 0.4811 77.57
140 0.8217 62.50 0.5078 75.09
150 0.4734 81.25 0.3187 75.76
160 0.7018 71.88 0.3962 77.67
170 0.4105 81.25 0.2958 77.43
180 0.5180 84.38 0.4601 80.47
190 0.5428 71.88 0.3953 76.19
200 0.8395 68.75 0.5292 79.89
210 0.4433 81.25 0.5048 77.82
220 0.5431 75.00 0.4075 78.60
230 0.6096 75.00 0.3888 77.80
240 0.4382 81.25 0.3357 78.89
250 0.7043 68.75 0.4776 74.28
260 0.6054 75.00 0.4185 78.07
270 0.5027 81.25 0.4667 78.19
280 0.7058 71.88 0.3831 78.18
290 0.3758 84.38 0.3123 75.89
300 0.7064 68.75 0.4236 77.95
310 0.5920 78.12 0.3751 70.86
320 0.5830 81.25 0.3489 78.82
330 0.3651 87.50 0.2995 79.39
340 0.6584 68.75 0.4072 75.96
350 0.3329 90.62 0.2848 77.63
360 0.4295 87.50 0.3509 75.15
370 0.3971 84.38 0.4080 79.04
380 0.3119 90.62 0.2512 80.55
390 0.7863 71.88 0.6186 76.80
400 0.6034 78.12 0.4006 78.83
410 0.4750 81.25 0.4409 79.12
420 0.4810 84.38 0.4170 75.87
430 0.7017 75.00 0.5090 79.69
440 0.4207 87.50 0.3611 80.82
450 0.6958 68.75 0.4584 78.99
460 0.5495 78.12 0.5055 79.53
470 0.5372 75.00 0.4637 79.24
480 0.5983 71.88 0.3686 80.22
490 0.9029 53.12 0.7427 76.94
500 0.6601 68.75 0.5039 75.77
510 0.4581 78.12 0.3143 78.29
520 0.5446 65.62 0.5121 76.33
530 0.9649 71.88 0.5337 80.82
540 0.7548 78.12 0.4201 75.83
550 0.5612 78.12 0.3782 75.22
560 0.6171 75.00 0.3593 72.80
570 0.5448 75.00 0.3976 77.78
580 0.5984 68.75 0.4420 75.02
590 0.3800 84.38 0.2848 78.02
600 0.5405 78.12 0.4152 76.75
610 0.5753 71.88 0.4722 76.56
620 0.5389 78.12 0.3994 77.73
630 0.7821 68.75 0.5173 75.96
640 0.3922 81.25 0.3688 76.72
650 0.4691 84.38 0.3922 74.47
660 0.6713 65.62 0.4101 74.52
670 0.5390 75.00 0.3035 78.77
680 0.4219 87.50 0.3582 77.24
690 0.5651 78.12 0.4015 76.45
700 0.7561 71.88 0.4808 79.02
710 0.5041 81.25 0.3975 76.28
720 0.5413 71.88 0.4696 80.07
730 0.5159 78.12 0.4077 76.38
740 0.2361 96.88 0.2726 79.91
