batch class_loss class_acc conf_loss conf
0 0.5440 81.25 0.4903 79.85
10 0.4088 84.38 0.3122 79.76
20 0.5523 81.25 0.3583 78.25
30 0.4463 84.38 0.2948 80.85
40 0.6361 75.00 0.3980 76.87
50 0.4547 84.38 0.3625 78.26
60 0.4605 75.00 0.3515 75.99
70 0.6199 71.88 0.3889 76.68
80 0.4744 84.38 0.3728 77.96
90 0.3478 87.50 0.2551 77.76
100 0.7149 71.88 0.4781 77.36
110 0.4066 81.25 0.4076 77.88
120 0.6461 71.88 0.4438 77.34
130 0.6368 65.62 0.5181 77.32
140 0.8215 62.50 0.5792 78.36
150 0.5093 84.38 0.3356 76.19
160 0.5783 81.25 0.4191 76.33
170 0.5924 78.12 0.4032 71.52
180 0.5724 81.25 0.3676 78.45
190 0.7628 68.75 0.5398 80.72
200 0.7647 68.75 0.4680 78.04
210 0.4520 87.50 0.2901 76.20
220 0.5870 81.25 0.4016 79.09
230 0.4530 87.50 0.2840 77.12
240 0.5438 81.25 0.4221 78.01
250 0.5289 81.25 0.3669 76.57
260 0.4816 81.25 0.4054 74.73
270 0.4755 78.12 0.2451 76.84
280 0.8175 75.00 0.6063 75.58
290 0.8294 68.75 0.5754 79.23
300 0.6066 68.75 0.5095 79.58
310 0.5254 81.25 0.2900 79.68
320 0.4700 78.12 0.2798 74.94
330 0.5000 81.25 0.3310 78.61
340 0.5329 81.25 0.3626 77.44
350 0.6694 81.25 0.3227 74.13
360 0.4742 78.12 0.4206 79.97
370 0.4845 84.38 0.3064 75.73
380 0.5694 84.38 0.4109 79.06
390 0.4469 78.12 0.3236 75.48
400 0.5655 75.00 0.4698 79.10
410 0.5910 78.12 0.3106 78.66
420 0.4600 81.25 0.3295 74.41
430 0.3621 84.38 0.2551 79.61
440 0.8535 65.62 0.6731 78.17
450 0.5266 75.00 0.5618 77.55
460 0.5256 71.88 0.3757 77.68
470 0.4427 84.38 0.3254 77.03
480 0.4970 81.25 0.3066 79.22
490 0.5697 71.88 0.5474 79.84
500 0.7125 68.75 0.4906 77.83
510 0.4928 81.25 0.4277 78.14
520 0.6141 81.25 0.4004 75.49
530 0.4641 81.25 0.3488 79.21
540 0.4626 87.50 0.3727 78.01
550 0.2610 93.75 0.2221 80.02
560 0.6481 75.00 0.4271 79.78
570 0.5604 75.00 0.3611 77.15
580 0.8298 71.88 0.4108 78.56
590 0.5981 71.88 0.3945 78.31
600 0.9484 56.25 0.8061 75.28
610 0.5137 81.25 0.4569 76.33
620 0.9527 65.62 0.6242 78.75
630 0.8838 62.50 0.5772 78.30
640 0.7603 62.50 0.4571 74.30
650 0.4873 84.38 0.4077 75.48
660 0.4842 84.38 0.3384 76.06
670 0.7485 71.88 0.4931 77.77
680 0.6326 68.75 0.4883 74.24
690 0.7457 65.62 0.5556 75.46
700 0.2417 96.88 0.2615 81.46
710 0.4896 78.12 0.3575 76.96
720 0.6266 75.00 0.4411 76.43
730 0.3548 87.50 0.3241 78.42
740 0.4515 84.38 0.4499 76.85
750 0.7042 71.88 0.4651 79.83
