batch class_loss class_acc conf_loss conf
0 0.8263 68.75 0.5168 76.97
10 0.6998 65.62 0.5186 81.10
20 0.6133 75.00 0.5122 79.23
30 0.8525 65.62 0.5694 77.43
40 0.7848 81.25 0.4720 79.89
50 0.5902 78.12 0.3635 75.79
60 0.4779 81.25 0.3434 77.44
70 0.4780 78.12 0.3528 79.37
80 0.4732 81.25 0.4210 78.25
90 0.5210 84.38 0.3112 80.43
100 0.3859 81.25 0.4114 79.36
110 0.7191 71.88 0.5757 78.18
120 0.7760 71.88 0.5368 81.34
130 0.5246 81.25 0.3249 77.82
140 0.6083 75.00 0.3987 80.28
150 0.8260 68.75 0.4565 77.24
160 0.4143 87.50 0.3955 81.54
170 0.4284 84.38 0.3747 80.67
180 0.2912 87.50 0.3290 80.36
190 0.6826 68.75 0.5067 77.59
200 0.7332 65.62 0.5466 83.76
210 0.3388 87.50 0.3017 79.32
220 0.4158 84.38 0.2955 79.55
230 0.5004 71.88 0.3642 77.96
240 0.5731 78.12 0.3796 76.85
250 0.2909 90.62 0.3030 80.14
260 0.5313 75.00 0.4149 77.09
270 0.6643 75.00 0.5270 80.43
280 0.6192 84.38 0.4715 79.60
290 0.7188 78.12 0.4934 79.65
300 0.4543 78.12 0.3297 78.99
310 0.5594 68.75 0.4781 79.45
320 0.6613 78.12 0.3990 78.78
330 0.5603 75.00 0.3713 76.27
340 0.6937 81.25 0.4463 78.89
350 0.4552 78.12 0.2245 79.55
360 0.3499 87.50 0.3360 80.67
370 0.7965 75.00 0.4002 81.08
380 0.6720 71.88 0.5171 80.19
390 0.2863 93.75 0.3031 79.12
400 0.5910 75.00 0.3714 79.43
410 0.3335 90.62 0.2952 79.57
420 0.4340 78.12 0.3083 79.57
430 0.4865 90.62 0.2946 78.49
440 0.6499 81.25 0.3988 79.40
450 0.4722 84.38 0.3979 80.02
460 0.5594 71.88 0.4773 81.05
470 0.3501 90.62 0.3045 78.42
480 0.6955 75.00 0.5145 77.50
490 0.8824 65.62 0.4808 79.03
500 0.3351 87.50 0.2951 75.87
510 0.5148 78.12 0.3332 77.06
520 0.4130 84.38 0.4688 80.94
530 0.5396 84.38 0.3506 76.09
540 0.2827 96.88 0.2548 80.98
550 0.8965 65.62 0.5311 77.17
560 0.6030 75.00 0.4911 78.56
570 0.7003 68.75 0.4931 79.23
580 0.5038 75.00 0.3425 77.41
590 0.3892 84.38 0.3169 79.15
600 0.3991 87.50 0.3184 77.42
610 0.4337 81.25 0.4857 80.51
620 0.5206 71.88 0.4626 78.85
630 0.4161 87.50 0.3369 79.07
640 0.4559 81.25 0.3725 82.46
650 0.5835 75.00 0.3363 78.21
660 0.4523 81.25 0.3649 79.99
670 0.4921 81.25 0.2732 76.99
680 0.6194 68.75 0.4214 80.10
690 0.3629 87.50 0.3199 78.81
700 0.5555 71.88 0.4406 79.52
710 0.3878 87.50 0.3148 79.23
720 0.7554 68.75 0.5068 78.08
730 0.6736 71.88 0.5437 78.66
740 0.3843 87.50 0.3272 76.09
