batch class_loss class_acc conf_loss conf
0 2.3440 3.12 0.7824 54.38
10 2.3154 12.50 0.4476 30.77
20 2.3950 6.25 0.2927 18.15
30 2.3178 18.75 0.5121 12.57
40 2.2933 9.38 0.3156 10.33
50 2.3925 9.38 0.2890 10.78
60 2.2333 6.25 0.2797 12.31
70 2.2126 15.62 0.4179 14.80
80 2.1886 15.62 0.4573 17.60
90 2.1867 21.88 0.4903 21.15
100 2.1078 18.75 0.4878 25.36
110 2.1115 28.12 0.5869 28.97
120 1.9637 31.25 0.6418 30.57
130 1.9921 40.62 0.6896 31.81
140 1.9858 25.00 0.5580 33.89
150 1.8180 37.50 0.6399 35.90
160 1.6275 46.88 0.6901 37.07
170 1.7420 43.75 0.6176 38.81
180 1.5752 43.75 0.6518 46.28
190 1.9722 21.88 0.6973 46.41
200 1.8124 28.12 0.5969 45.41
210 1.6733 43.75 0.6357 46.72
220 1.6975 34.38 0.6544 48.12
230 1.4447 46.88 0.5142 48.61
240 1.2893 56.25 0.6148 48.57
250 1.4338 43.75 0.6502 49.29
260 1.5699 46.88 0.6388 47.38
270 1.5191 46.88 0.6701 49.44
280 1.4765 46.88 0.6894 49.99
290 1.4222 50.00 0.5974 52.64
300 1.5954 43.75 0.5365 52.56
310 1.5722 43.75 0.6821 51.56
320 1.5740 40.62 0.6128 50.46
330 1.7341 43.75 0.5704 52.17
340 1.4075 50.00 0.7662 50.53
350 1.2332 68.75 0.6154 49.35
360 1.3245 59.38 0.5849 48.92
370 1.3654 56.25 0.5151 51.03
380 1.1598 71.88 0.4927 53.65
390 1.7829 31.25 0.7003 57.55
400 1.2817 59.38 0.6274 50.58
410 1.2393 59.38 0.6248 48.96
420 1.3723 50.00 0.6164 49.73
430 1.5667 40.62 0.6621 51.43
440 1.6197 50.00 0.6696 52.38
450 1.2069 59.38 0.5651 53.57
460 1.5011 43.75 0.4960 57.40
470 1.7593 43.75 0.6512 59.07
480 1.6364 37.50 0.6650 55.96
490 1.1093 65.62 0.5646 52.92
500 1.2484 56.25 0.6464 55.71
510 1.7825 37.50 0.5536 55.03
520 1.4093 40.62 0.5547 54.11
530 1.4819 46.88 0.5937 51.04
540 1.3106 56.25 0.6407 54.02
550 1.7208 50.00 0.5284 55.22
560 1.2218 53.12 0.4710 56.53
570 1.1839 59.38 0.5300 55.36
580 1.5749 43.75 0.4942 54.06
590 1.3028 59.38 0.5044 50.71
600 1.1294 59.38 0.5513 52.24
610 1.4059 53.12 0.7082 53.15
620 1.4614 50.00 0.6530 56.17
630 0.8983 71.88 0.5593 56.75
640 1.3459 50.00 0.5327 56.00
650 1.5185 43.75 0.6662 54.32
660 1.2687 59.38 0.6808 52.61
670 1.4543 46.88 0.4513 54.21
680 1.4207 53.12 0.5013 55.81
690 1.3476 46.88 0.5612 56.52
700 1.3717 50.00 0.6118 55.85
710 1.2080 65.62 0.6461 53.82
720 0.9987 65.62 0.6126 57.75
730 1.1300 65.62 0.7856 59.17
740 1.3581 65.62 0.6820 59.50
750 1.4954 43.75 0.5526 59.72
760 1.2860 53.12 0.7535 58.53
770 1.2812 53.12 0.6721 57.05
780 1.0072 68.75 0.5847 57.72
790 1.2862 53.12 0.5355 59.15
800 1.1918 46.88 0.6359 60.62
810 1.5222 50.00 0.6001 56.49
820 1.1602 68.75 0.5340 53.60
830 1.5783 43.75 0.5936 53.26
840 1.3430 53.12 0.5851 53.09
850 1.1609 62.50 0.4821 55.74
860 1.1358 65.62 0.4686 59.04
870 0.8739 71.88 0.4331 59.28
880 1.4852 40.62 0.7082 59.84
890 1.4922 46.88 0.5437 57.12
900 1.1745 56.25 0.4503 51.26
910 0.8791 71.88 0.5024 52.52
920 1.2901 53.12 0.5454 58.35
930 1.4250 43.75 0.5345 57.63
940 0.8734 75.00 0.4845 58.60
950 1.6275 50.00 0.5839 59.89
960 1.3470 59.38 0.4654 57.55
970 1.2847 65.62 0.6064 58.30
980 1.0921 65.62 0.4157 56.78
990 1.1626 59.38 0.5791 58.15
1000 1.1040 68.75 0.5910 57.38
1010 1.2430 56.25 0.6397 54.29
1020 2.1008 37.50 0.6243 55.02
1030 1.5614 43.75 0.6389 54.80
1040 1.0064 68.75 0.5703 54.80
1050 1.1390 62.50 0.5335 54.75
1060 1.5863 56.25 0.5873 55.40
1070 0.9448 75.00 0.4449 59.74
1080 1.3256 56.25 0.6698 62.16
1090 1.4719 56.25 0.5710 59.84
1100 1.3961 53.12 0.5159 58.13
1110 1.5066 53.12 0.5889 57.76
1120 1.1935 62.50 0.5576 55.43
1130 1.2936 53.12 0.6015 59.53
1140 1.2928 56.25 0.5474 58.64
1150 1.1545 62.50 0.5199 59.80
1160 1.1901 62.50 0.5817 57.04
1170 1.2410 53.12 0.5343 56.67
1180 1.2601 59.38 0.5321 57.41
1190 1.5369 50.00 0.5098 60.96
1200 0.9564 81.25 0.4866 61.69
1210 1.2685 53.12 0.4528 63.08
1220 1.2539 62.50 0.5432 58.55
1230 0.8574 71.88 0.5674 57.21
1240 1.1820 56.25 0.5419 55.78
1250 1.3552 46.88 0.5189 58.14
1260 1.3074 46.88 0.4955 56.80
1270 1.5302 37.50 0.5087 55.09
1280 1.0884 50.00 0.5463 55.77
1290 1.4627 62.50 0.6163 58.54
1300 1.1924 53.12 0.4881 58.34
1310 0.9732 71.88 0.4436 62.51
1320 1.3017 56.25 0.4655 60.00
1330 1.1773 56.25 0.5353 58.11
1340 1.4169 62.50 0.6675 54.24
1350 1.1693 59.38 0.4395 55.97
1360 1.5196 53.12 0.5811 60.01
1370 1.3562 50.00 0.4069 58.64
1380 1.2115 59.38 0.3974 57.40
1390 1.4844 40.62 0.5288 57.64
1400 1.1291 53.12 0.6048 59.26
1410 1.1583 56.25 0.4465 55.94
1420 1.1683 56.25 0.5392 58.01
1430 1.6289 46.88 0.5915 60.85
1440 1.0750 62.50 0.5265 60.40
1450 1.1526 62.50 0.5489 61.65
1460 1.2146 62.50 0.5561 60.01
1470 1.5076 37.50 0.5230 56.69
1480 1.4396 53.12 0.6748 57.13
1490 1.1300 56.25 0.4812 59.67
1500 1.3292 46.88 0.6130 58.62
1510 1.2042 53.12 0.6409 56.75
1520 0.9134 65.62 0.4613 57.26
1530 1.2157 71.88 0.6054 61.23
1540 1.3324 50.00 0.5181 63.93
1550 1.0553 59.38 0.5949 63.88
1560 1.2281 56.25 0.4593 59.73
1570 1.3163 50.00 0.4463 59.43
1580 1.4682 50.00 0.5354 58.00
1590 1.0887 71.88 0.6058 60.70
1600 1.0068 65.62 0.3973 59.28
1610 1.4267 43.75 0.6366 58.15
1620 0.8267 75.00 0.5163 58.29
1630 1.4078 65.62 0.7113 55.96
1640 1.1518 65.62 0.4280 59.31
1650 1.3964 56.25 0.5802 59.07
1660 1.3528 46.88 0.6067 57.74
1670 1.0084 65.62 0.5871 61.05
1680 1.0978 59.38 0.5616 57.59
1690 1.2458 59.38 0.5200 56.92
1700 1.1667 59.38 0.5132 56.72
1710 1.0627 56.25 0.4858 55.73
1720 1.4721 59.38 0.6430 58.60
1730 1.4024 53.12 0.6006 58.89
1740 0.8802 68.75 0.6274 57.93
1750 1.1614 68.75 0.6058 58.48
1760 1.2299 59.38 0.5299 60.82
1770 1.5292 50.00 0.6338 64.27
1780 0.8736 62.50 0.4917 61.37
1790 1.3160 53.12 0.6798 60.51
1800 1.0524 59.38 0.5488 59.42
1810 1.1506 62.50 0.4738 61.58
1820 1.2630 62.50 0.6399 59.17
1830 0.9709 65.62 0.4582 60.09
1840 1.0307 68.75 0.4781 59.98
1850 0.9033 65.62 0.5913 56.05
1860 1.2648 56.25 0.5231 57.64
1870 0.9231 71.88 0.4850 60.34
