batch class_loss class_acc conf_loss conf
0 1.4218 50.00 0.6031 63.48
10 0.9357 68.75 0.5024 64.45
20 1.0218 62.50 0.4521 63.06
30 0.7784 78.12 0.6010 61.16
40 1.0105 59.38 0.5062 60.49
50 1.0681 59.38 0.4868 60.21
60 1.1696 59.38 0.3903 56.30
70 1.5521 46.88 0.5598 56.62
80 1.0054 59.38 0.3987 64.96
90 1.5445 56.25 0.6384 67.51
100 1.2076 56.25 0.6343 61.33
110 1.1333 56.25 0.4561 62.05
120 0.9598 71.88 0.4982 60.24
130 1.1161 59.38 0.5886 63.72
140 1.3848 46.88 0.3769 57.38
150 1.3046 56.25 0.5168 59.43
160 1.4832 43.75 0.6225 59.43
170 1.4123 53.12 0.7183 57.78
180 1.1549 65.62 0.6074 58.32
190 1.2766 53.12 0.4270 58.19
200 1.1998 56.25 0.5229 60.55
210 1.2284 59.38 0.6209 59.66
220 1.1554 62.50 0.5532 65.33
230 1.4544 43.75 0.4521 63.03
240 1.4425 56.25 0.6094 62.20
250 1.0266 65.62 0.5650 62.10
260 1.0760 59.38 0.5903 62.65
270 1.0716 59.38 0.5458 67.59
280 1.0702 68.75 0.4439 60.19
290 1.3263 53.12 0.5368 60.08
300 1.4441 53.12 0.5306 63.11
310 1.1431 56.25 0.4032 61.11
320 0.8302 78.12 0.3913 62.60
330 1.0848 56.25 0.4275 60.96
340 0.9336 68.75 0.5163 64.23
350 1.4431 53.12 0.7715 64.80
360 1.2405 65.62 0.4629 63.91
370 1.2714 50.00 0.5214 56.65
380 1.2202 62.50 0.5042 62.71
390 1.5135 43.75 0.5731 62.73
400 1.0329 62.50 0.3658 60.09
410 1.0232 59.38 0.4046 60.48
420 1.2445 62.50 0.5284 58.91
430 1.2944 50.00 0.5251 59.64
440 0.9887 62.50 0.4873 62.17
450 1.0701 62.50 0.5754 59.82
460 0.8332 71.88 0.3869 64.43
470 0.9839 71.88 0.4968 60.18
480 0.5823 78.12 0.4408 59.70
490 1.1901 62.50 0.3648 57.46
500 1.2011 56.25 0.4843 59.96
510 1.2173 65.62 0.4971 61.31
520 1.6410 53.12 0.6680 60.71
530 1.2496 59.38 0.4157 60.81
540 1.0673 62.50 0.4910 62.69
550 0.8091 71.88 0.5350 62.05
560 1.6155 46.88 0.6509 62.24
570 0.9609 71.88 0.4638 61.06
580 1.1465 65.62 0.4194 55.73
590 1.1754 59.38 0.4963 62.62
600 1.0934 59.38 0.6887 65.56
610 1.1938 62.50 0.5383 64.03
620 0.9549 59.38 0.5063 64.94
