batch class_loss class_acc conf_loss conf
0 1.1556 62.50 0.4360 59.99
10 1.3181 59.38 0.5614 58.63
20 1.3591 53.12 0.5844 59.50
30 1.1941 71.88 0.4673 59.79
40 1.3460 50.00 0.5208 60.27
50 0.8738 68.75 0.4479 63.52
60 1.0514 59.38 0.4697 60.73
70 1.0558 68.75 0.5274 59.81
80 1.1727 50.00 0.5561 59.12
90 1.0904 65.62 0.5441 58.74
100 1.4528 46.88 0.6739 60.26
110 1.2200 59.38 0.5422 62.90
120 0.9643 68.75 0.4582 63.98
130 1.2695 59.38 0.4651 62.18
140 1.1452 65.62 0.5744 60.99
150 1.5528 46.88 0.6175 61.45
160 1.2006 53.12 0.5496 54.29
170 1.4086 62.50 0.5688 55.98
180 0.6602 81.25 0.4967 58.04
190 1.0353 65.62 0.5193 58.87
200 0.9360 65.62 0.4703 62.00
210 1.3779 59.38 0.5111 61.49
220 1.1754 56.25 0.4527 61.12
230 1.4935 46.88 0.5911 59.52
240 1.1108 62.50 0.7125 54.99
250 1.1738 62.50 0.4590 59.37
260 0.9187 65.62 0.4973 56.08
270 0.9831 65.62 0.5065 58.53
280 1.0541 71.88 0.5629 62.95
290 1.2317 50.00 0.6200 65.51
300 1.1201 68.75 0.4705 60.93
310 1.0402 75.00 0.5234 59.18
320 1.5244 50.00 0.5329 58.94
330 0.9324 68.75 0.4774 59.71
340 1.4812 62.50 0.5883 57.09
350 1.4450 53.12 0.6204 58.58
360 1.5910 59.38 0.6254 60.77
370 1.3708 59.38 0.4938 59.87
380 1.3885 46.88 0.5428 56.93
390 0.8693 75.00 0.4434 58.75
400 1.1728 68.75 0.5465 58.60
410 1.0177 68.75 0.3880 62.80
420 0.8512 65.62 0.5008 65.21
430 1.2240 59.38 0.5220 60.36
440 1.2331 59.38 0.5192 59.37
450 1.1022 59.38 0.4739 57.32
460 1.4100 53.12 0.6138 57.71
470 1.2246 56.25 0.3981 58.16
480 1.0093 68.75 0.3872 61.81
490 1.1697 65.62 0.4973 62.29
500 1.4058 43.75 0.4643 56.01
510 1.1198 62.50 0.5481 56.06
520 1.1725 56.25 0.5297 58.15
530 0.8161 75.00 0.5499 57.63
540 1.2057 62.50 0.5862 60.43
550 1.3887 46.88 0.5710 61.36
560 1.1109 56.25 0.4745 62.57
570 0.9954 62.50 0.5330 58.34
580 1.0193 59.38 0.3654 58.46
590 1.3416 56.25 0.4541 58.84
600 0.9836 68.75 0.5297 60.33
610 0.8343 71.88 0.5193 61.93
620 1.3341 50.00 0.6549 61.40
630 1.2134 62.50 0.5950 58.87
640 1.0460 62.50 0.5419 58.11
650 0.9498 65.62 0.3925 61.93
660 1.0014 62.50 0.5864 60.19
670 0.9435 78.12 0.6409 60.74
680 1.1603 62.50 0.5042 63.76
690 0.9430 75.00 0.4472 62.44
700 1.0024 65.62 0.3805 59.58
710 1.3186 43.75 0.4927 59.43
720 1.6106 50.00 0.5269 58.35
730 1.0445 62.50 0.4939 62.06
