batch class_loss class_acc conf_loss conf
0 0.4080 87.50 0.3423 78.00
10 0.4232 84.38 0.3726 74.11
20 0.4990 81.25 0.3962 78.32
30 0.6469 75.00 0.4279 75.27
40 0.8704 65.62 0.4945 71.86
50 0.7471 71.88 0.5756 77.23
60 0.7394 68.75 0.4714 73.70
70 0.7263 71.88 0.4891 75.07
80 0.4708 87.50 0.3777 78.22
90 0.5305 75.00 0.3809 77.34
100 0.7681 65.62 0.4250 76.69
110 0.7441 68.75 0.4249 77.87
120 0.5232 78.12 0.3330 76.78
130 0.6198 68.75 0.3971 74.33
140 0.3754 87.50 0.3197 76.90
150 0.5001 81.25 0.3972 74.51
160 0.9943 59.38 0.7266 74.79
170 0.5127 84.38 0.3554 72.60
180 0.5924 81.25 0.4368 75.85
190 0.9353 62.50 0.6400 76.70
200 0.3723 84.38 0.3155 78.70
210 0.5283 78.12 0.3183 75.07
220 0.6782 71.88 0.3640 74.37
230 0.3703 90.62 0.3278 75.40
240 0.6683 75.00 0.5299 76.06
250 0.5780 75.00 0.3550 74.06
260 0.8288 68.75 0.5587 75.44
270 0.7783 68.75 0.4940 76.19
280 0.6771 71.88 0.4559 79.93
290 0.7323 59.38 0.4550 76.44
300 0.7477 68.75 0.3999 74.68
310 0.5763 71.88 0.3340 77.11
320 0.7108 71.88 0.3557 75.40
330 0.5758 81.25 0.4379 76.64
340 0.5553 78.12 0.3999 76.29
350 0.7003 62.50 0.4006 73.10
360 0.7219 75.00 0.5144 75.08
370 0.3323 93.75 0.3683 71.97
380 0.5866 71.88 0.4544 75.60
390 0.6725 75.00 0.5233 75.28
400 0.5876 75.00 0.4216 76.06
410 0.5992 78.12 0.3824 76.35
420 0.8039 65.62 0.4312 72.26
430 0.5584 84.38 0.4209 72.68
440 0.7735 71.88 0.4517 73.35
450 0.7932 65.62 0.6878 77.33
460 0.3977 81.25 0.3289 74.54
470 0.4613 81.25 0.3490 75.96
480 0.4185 81.25 0.3304 76.60
490 0.6635 78.12 0.4367 76.92
500 0.6116 71.88 0.3325 75.66
510 0.5278 78.12 0.4824 78.88
520 0.9692 56.25 0.6003 74.98
530 0.5187 81.25 0.3874 75.88
540 0.7882 71.88 0.6177 73.57
550 0.9001 59.38 0.6134 72.26
560 0.7175 68.75 0.5005 77.36
570 0.5762 75.00 0.5173 76.29
580 0.5638 75.00 0.3265 75.08
590 0.4424 87.50 0.3175 75.05
600 0.4376 90.62 0.3403 74.18
610 0.6139 71.88 0.4706 73.84
620 0.3205 93.75 0.3092 77.15
630 0.5823 71.88 0.5313 77.92
640 0.7097 68.75 0.5274 74.38
650 0.3590 90.62 0.3795 73.85
660 0.4856 78.12 0.3799 75.92
670 0.6613 71.88 0.4643 73.16
680 0.4918 75.00 0.3623 78.30
690 0.6627 71.88 0.4335 76.31
700 0.5532 81.25 0.3921 80.84
710 0.7121 71.88 0.5607 78.60
720 0.6174 75.00 0.4614 74.80
730 0.4823 78.12 0.3797 75.33
740 0.5322 78.12 0.3834 76.92
