batch class_loss class_acc conf_loss conf
0 2.5103 3.12 0.6758 46.84
10 2.2643 18.75 0.6793 44.25
20 1.9799 37.50 0.7290 43.06
30 1.7239 56.25 0.8285 43.74
40 1.6160 68.75 0.8636 44.15
50 1.5228 65.62 0.8200 46.11
60 1.3331 81.25 0.7755 47.71
70 1.2857 81.25 0.6540 50.16
80 1.1611 78.12 0.6597 52.15
90 1.1865 71.88 0.5876 54.45
100 1.3723 53.12 0.5875 55.61
110 0.9635 81.25 0.6105 57.89
120 0.9936 65.62 0.5647 58.71
130 0.7905 84.38 0.4897 61.23
140 1.0193 68.75 0.5034 61.91
150 0.8668 81.25 0.4767 63.31
160 0.8983 68.75 0.4471 62.95
170 0.8737 78.12 0.4361 65.12
180 0.8606 81.25 0.4908 63.15
190 0.9564 71.88 0.4972 65.25
200 0.9810 65.62 0.5369 65.35
210 0.8852 75.00 0.5043 68.08
220 0.6437 84.38 0.3818 69.30
230 0.8127 81.25 0.4931 67.72
240 0.5601 84.38 0.4693 69.03
250 0.6477 87.50 0.4829 68.11
260 0.7092 78.12 0.4481 70.22
270 0.6889 81.25 0.4224 67.58
280 1.0050 68.75 0.6226 70.65
290 0.9190 71.88 0.5132 68.69
300 0.7657 71.88 0.4932 69.11
310 0.8369 75.00 0.4659 69.58
320 0.7789 75.00 0.4706 73.20
330 0.9747 62.50 0.5506 69.23
340 0.9566 65.62 0.5340 70.98
350 0.7160 81.25 0.4336 71.02
360 0.6400 78.12 0.4671 72.35
370 0.6513 71.88 0.4978 71.80
380 0.7521 78.12 0.4487 71.90
390 0.7645 84.38 0.4880 72.22
400 0.6388 81.25 0.4030 72.30
410 0.7957 75.00 0.5215 72.62
420 0.5787 84.38 0.4393 71.73
430 0.7749 65.62 0.5003 71.26
440 0.6566 81.25 0.3958 73.09
450 0.3661 93.75 0.3331 75.78
460 0.4959 87.50 0.3643 74.17
470 0.4703 87.50 0.3258 74.05
480 0.7712 71.88 0.4064 74.49
490 0.5873 81.25 0.4319 72.82
500 0.8553 75.00 0.5583 74.25
510 1.0115 75.00 0.4928 73.74
520 0.5881 78.12 0.4106 75.04
530 0.8461 75.00 0.4719 72.65
540 0.6728 75.00 0.4089 73.39
550 0.8170 75.00 0.4692 72.75
560 0.5613 81.25 0.3486 72.39
570 0.4834 84.38 0.4160 73.67
580 0.7052 75.00 0.4550 74.63
590 0.6201 75.00 0.4639 74.25
600 1.1015 56.25 0.6528 74.96
610 0.6594 84.38 0.4182 73.23
620 0.6022 78.12 0.3951 75.98
630 0.5285 78.12 0.3068 77.14
640 0.5181 81.25 0.3579 76.87
650 0.5979 81.25 0.3891 72.58
660 0.5411 81.25 0.3593 76.41
670 0.4974 81.25 0.3494 78.22
680 0.9022 68.75 0.4179 75.04
690 0.5035 81.25 0.4174 75.24
700 0.8413 62.50 0.5069 74.58
710 0.8371 71.88 0.5012 74.30
720 0.4699 84.38 0.3896 75.28
730 0.9807 65.62 0.5554 73.28
740 0.5344 81.25 0.3747 75.38
