batch class_loss class_acc conf_loss conf
0 0.9254 62.50 0.5770 77.28
10 0.2656 90.62 0.2287 80.19
20 0.2766 90.62 0.3147 78.29
30 0.5053 81.25 0.3701 75.91
40 0.6674 68.75 0.4411 77.44
50 0.7492 68.75 0.4794 78.36
60 0.4896 78.12 0.3314 77.75
70 0.5392 81.25 0.4367 79.18
80 0.4444 84.38 0.3416 79.58
90 0.6197 75.00 0.3803 78.05
100 0.9788 65.62 0.4954 80.92
110 0.6045 81.25 0.3916 76.52
120 0.4055 81.25 0.4128 78.70
130 0.5389 81.25 0.4399 81.24
140 0.4608 84.38 0.3192 80.30
150 0.5501 81.25 0.4258 77.09
160 0.5067 78.12 0.3600 80.48
170 0.6591 78.12 0.4681 79.73
180 0.5495 81.25 0.3773 78.99
190 0.8345 71.88 0.5167 77.56
200 0.6209 75.00 0.4247 78.14
210 0.5231 75.00 0.3850 76.86
220 0.3459 87.50 0.3387 75.74
230 0.3786 81.25 0.3756 79.85
240 0.6356 71.88 0.4353 78.88
250 0.5634 78.12 0.4618 76.57
260 0.5705 71.88 0.3800 75.12
270 0.2917 87.50 0.2821 79.26
280 0.9217 71.88 0.5163 77.35
290 0.6976 68.75 0.5776 77.27
300 0.4059 87.50 0.3411 77.54
310 0.6144 75.00 0.3951 79.42
320 0.6006 71.88 0.4118 77.20
330 0.7999 71.88 0.4905 78.94
340 0.7224 75.00 0.4656 76.29
350 0.4692 84.38 0.3714 76.79
360 0.7450 65.62 0.5752 77.19
370 0.6460 75.00 0.4302 76.58
380 0.5795 75.00 0.4584 76.87
390 0.4500 78.12 0.4529 77.05
400 0.3838 84.38 0.3650 77.80
410 0.6347 75.00 0.3943 78.60
420 0.4769 87.50 0.3692 80.53
430 0.5708 78.12 0.4011 80.77
440 0.3671 87.50 0.3246 77.12
450 0.6823 68.75 0.3934 79.27
460 0.6352 84.38 0.3839 75.48
470 0.5133 81.25 0.3765 76.91
480 0.8286 65.62 0.5068 76.53
490 0.3858 87.50 0.3236 77.85
500 0.6323 81.25 0.4057 75.26
510 0.5138 78.12 0.3753 77.06
520 0.2822 90.62 0.4423 79.66
530 0.7521 78.12 0.5202 79.28
540 0.2962 90.62 0.2987 78.56
550 0.4713 84.38 0.3445 80.48
560 0.4163 78.12 0.4288 76.40
570 0.3882 90.62 0.2913 77.64
580 0.4832 78.12 0.3570 76.36
590 0.6510 75.00 0.4399 77.25
600 0.6154 78.12 0.4822 76.49
610 0.7003 68.75 0.4742 79.13
620 0.5847 68.75 0.4783 80.13
630 0.6811 78.12 0.5087 77.53
640 0.4633 84.38 0.4501 77.89
650 0.6605 65.62 0.5281 76.71
660 0.5389 81.25 0.3395 78.43
670 0.2813 93.75 0.3418 79.71
680 0.5710 75.00 0.4122 79.16
690 0.6219 75.00 0.4420 76.51
700 0.5973 78.12 0.3633 78.46
710 0.5615 78.12 0.4522 77.40
720 0.3619 84.38 0.2857 76.72
730 0.5157 84.38 0.3250 76.03
740 0.3327 87.50 0.2530 80.02
