batch class_loss class_acc conf_loss conf
0 2.3149 12.50 0.7274 50.54
10 2.0484 25.00 0.6654 48.20
20 1.7346 56.25 0.7194 47.06
30 1.6490 56.25 0.7475 47.46
40 1.4319 78.12 0.7186 48.73
50 1.4649 71.88 0.7309 51.01
60 1.2281 71.88 0.6158 53.30
70 1.1307 81.25 0.6316 55.07
80 1.1056 81.25 0.5755 57.61
90 1.1484 78.12 0.6081 58.48
100 0.8751 84.38 0.5516 60.28
110 0.8841 78.12 0.5437 61.73
120 0.8014 75.00 0.4879 63.57
130 0.9037 84.38 0.5034 64.76
140 0.7655 87.50 0.4401 65.53
150 0.9450 68.75 0.4514 65.11
160 0.7364 90.62 0.4824 66.58
170 0.6222 93.75 0.4173 67.35
180 0.8965 71.88 0.4898 66.69
190 0.7131 87.50 0.4083 67.90
200 0.7705 78.12 0.4635 68.39
210 0.7745 75.00 0.3989 68.74
220 0.6349 81.25 0.4117 71.98
230 0.7015 78.12 0.3901 70.44
240 0.7396 75.00 0.4587 70.23
250 1.0282 68.75 0.5341 70.20
260 0.8521 71.88 0.4737 72.09
270 0.5629 87.50 0.3829 71.22
280 0.5848 93.75 0.3895 71.08
290 0.6586 81.25 0.4515 71.16
300 0.7794 68.75 0.4084 72.80
310 0.5577 84.38 0.2987 73.42
320 0.7468 78.12 0.4714 72.84
330 0.4792 84.38 0.4038 73.44
340 0.8419 65.62 0.4663 72.58
350 0.9558 65.62 0.5421 72.87
360 0.4932 84.38 0.3934 76.22
370 0.4658 84.38 0.3264 77.28
380 0.8460 65.62 0.7224 75.56
390 0.9084 65.62 0.5004 72.34
400 0.8722 71.88 0.5509 74.89
410 0.5501 84.38 0.3486 76.09
420 0.4297 84.38 0.3851 76.08
430 0.5602 84.38 0.3984 76.17
440 0.7852 68.75 0.5686 72.02
450 0.4649 87.50 0.3478 75.22
460 0.6851 68.75 0.4865 75.08
470 0.5804 75.00 0.4695 75.76
480 0.5657 81.25 0.3327 76.51
490 0.5612 81.25 0.3287 75.74
500 0.7205 78.12 0.4652 76.34
510 0.7358 68.75 0.6293 77.04
520 0.6832 62.50 0.4493 74.14
530 0.7775 68.75 0.5540 75.44
540 0.8327 71.88 0.4888 74.54
550 0.6022 75.00 0.3482 74.07
560 0.7353 68.75 0.5275 74.60
570 0.6870 78.12 0.4671 76.74
580 0.6030 75.00 0.3991 73.50
590 0.5700 84.38 0.3356 78.99
600 0.4548 84.38 0.3114 77.77
610 0.5937 75.00 0.5447 78.28
620 0.5875 84.38 0.4405 75.56
630 0.3507 84.38 0.3563 76.99
640 0.6476 81.25 0.3584 75.62
650 0.5286 78.12 0.3016 78.93
660 0.5175 81.25 0.4632 78.60
670 0.6263 75.00 0.4111 77.30
680 0.4807 84.38 0.3701 79.29
690 0.6283 81.25 0.4658 77.79
700 0.4745 90.62 0.3180 76.94
710 0.4062 87.50 0.3263 77.93
720 0.6725 75.00 0.4634 77.45
730 0.7261 65.62 0.5587 77.42
740 0.5282 84.38 0.4264 74.54
