batch class_loss class_acc conf_loss conf
0 2.3138 12.50 0.5682 41.64
10 2.2753 12.50 0.4298 22.80
20 2.2324 18.75 0.4993 15.56
30 2.2217 25.00 0.6062 13.94
40 2.2485 21.88 0.5768 15.55
50 2.2483 15.62 0.4463 19.14
60 2.1731 15.62 0.4776 24.22
70 2.0722 28.12 0.5652 26.68
80 1.9961 34.38 0.6632 28.55
90 2.0925 25.00 0.5824 31.04
100 1.8877 34.38 0.6171 33.77
110 1.6651 43.75 0.6436 38.24
120 1.7287 53.12 0.6743 39.87
130 1.6526 46.88 0.5769 40.98
140 1.5258 50.00 0.6774 43.06
150 1.5619 40.62 0.6431 44.28
160 1.5420 50.00 0.6519 44.07
170 1.5770 43.75 0.6250 45.15
180 1.2529 59.38 0.5535 45.03
190 1.5020 46.88 0.5593 45.52
200 1.5378 43.75 0.6849 49.24
210 1.4628 50.00 0.6105 51.86
220 1.3535 56.25 0.6049 52.17
230 1.4777 50.00 0.5716 49.29
240 1.8070 31.25 0.6504 49.92
250 1.5552 37.50 0.6832 47.13
260 1.4131 46.88 0.6007 47.85
270 1.4246 53.12 0.7157 51.93
280 1.7237 46.88 0.6326 52.86
290 2.0038 31.25 0.5903 51.41
300 1.1918 62.50 0.5754 48.90
310 1.5596 40.62 0.6216 51.16
320 1.6399 37.50 0.5839 51.00
330 1.4996 53.12 0.6165 52.13
340 1.4879 53.12 0.6069 54.23
350 1.3695 59.38 0.5814 55.40
360 1.2371 53.12 0.5454 55.44
370 1.2425 56.25 0.7072 54.79
380 1.0669 65.62 0.5054 52.95
390 1.1588 65.62 0.4554 55.41
400 1.6146 46.88 0.4935 54.00
410 1.4259 53.12 0.5912 51.24
420 1.5029 46.88 0.5971 55.43
430 1.2757 50.00 0.6115 54.61
440 1.8878 37.50 0.8271 57.79
450 1.2547 50.00 0.6433 56.43
460 1.6971 46.88 0.5727 54.99
470 1.4788 43.75 0.5698 53.74
480 1.4116 43.75 0.5895 50.91
490 1.0414 59.38 0.5472 47.29
500 1.3230 46.88 0.7044 52.13
510 1.4148 40.62 0.5233 52.34
520 1.5191 43.75 0.5561 48.32
530 1.4908 53.12 0.5922 52.82
540 1.7057 31.25 0.5938 55.67
550 1.4443 46.88 0.6849 53.95
560 1.2574 59.38 0.6297 55.42
570 1.4613 56.25 0.5323 54.36
580 1.1993 56.25 0.6405 54.91
590 1.3527 62.50 0.5957 53.98
600 1.5464 50.00 0.5822 56.52
610 1.5104 56.25 0.6164 56.02
620 1.2873 62.50 0.5820 53.14
630 1.4893 59.38 0.6707 56.53
640 1.2431 53.12 0.5216 58.40
650 1.3645 56.25 0.5544 59.73
660 0.9752 68.75 0.5332 59.37
670 1.1444 56.25 0.5514 57.80
680 0.9295 75.00 0.5178 59.84
690 1.1719 59.38 0.5310 60.44
700 1.5455 50.00 0.5283 56.09
710 1.5129 43.75 0.5973 57.80
720 1.3462 53.12 0.5855 54.46
730 1.4403 50.00 0.4172 55.07
740 1.4374 50.00 0.5357 56.25
750 1.5224 53.12 0.4942 54.08
760 1.1141 62.50 0.6488 56.53
770 1.2512 59.38 0.4338 54.71
780 1.5927 46.88 0.3918 55.81
790 1.0521 68.75 0.5917 56.36
800 1.2662 53.12 0.6091 56.36
810 1.2933 50.00 0.5129 57.83
820 1.6792 43.75 0.6159 59.40
830 1.0854 68.75 0.5359 58.23
840 0.9790 75.00 0.5473 55.90
850 1.4115 59.38 0.5847 55.19
860 1.1659 59.38 0.4916 56.99
870 1.0654 71.88 0.6177 58.30
880 0.9966 65.62 0.6532 60.77
890 1.1418 59.38 0.4667 58.49
900 1.4135 50.00 0.5255 56.76
910 1.2666 53.12 0.5326 52.96
920 1.3320 62.50 0.5407 51.47
930 1.0736 62.50 0.5634 52.13
940 0.9800 75.00 0.5913 59.09
950 1.1813 68.75 0.6273 60.68
960 1.0282 62.50 0.4142 61.00
970 1.2566 59.38 0.6687 59.98
980 1.1467 62.50 0.5589 57.19
990 1.3735 46.88 0.5851 54.98
1000 1.1551 62.50 0.5341 52.76
1010 1.3372 59.38 0.5271 59.21
1020 1.1633 62.50 0.5367 56.87
1030 0.9341 75.00 0.6003 59.38
1040 1.5521 43.75 0.5511 61.60
1050 1.6456 37.50 0.6701 58.10
1060 1.2477 65.62 0.5926 52.55
1070 1.1645 59.38 0.6556 55.02
1080 1.4619 37.50 0.5655 52.14
1090 1.4408 53.12 0.6617 55.71
1100 1.5254 43.75 0.5108 58.30
1110 1.0115 62.50 0.4842 57.01
1120 1.4151 46.88 0.5951 54.45
1130 1.1613 62.50 0.5203 56.86
1140 1.1623 56.25 0.6002 56.83
1150 1.0922 68.75 0.4987 53.99
1160 1.2575 59.38 0.5569 58.63
1170 1.5137 50.00 0.6251 56.49
1180 1.3062 56.25 0.5011 52.71
1190 0.8789 78.12 0.5325 56.42
1200 1.4063 50.00 0.6597 60.42
1210 1.3941 46.88 0.4898 59.49
1220 1.3491 50.00 0.6419 58.28
1230 1.1597 62.50 0.5643 58.99
1240 1.1495 59.38 0.4517 58.20
1250 1.3707 56.25 0.4570 55.10
1260 1.4031 59.38 0.5851 58.11
1270 1.5566 46.88 0.7101 56.89
1280 0.9696 75.00 0.5471 57.37
1290 1.0257 59.38 0.5449 58.95
1300 1.1408 59.38 0.5538 57.35
1310 1.2658 56.25 0.5076 60.03
1320 1.1200 65.62 0.5194 55.57
1330 1.1734 56.25 0.4645 56.15
1340 1.1408 50.00 0.4258 59.79
1350 1.2989 56.25 0.4933 62.08
1360 0.8452 81.25 0.5087 63.00
1370 1.2192 59.38 0.5755 59.41
1380 1.2175 59.38 0.5616 59.86
1390 1.1963 56.25 0.4730 58.08
1400 1.6536 43.75 0.6912 59.35
1410 1.3521 50.00 0.6607 58.59
1420 1.2391 53.12 0.5145 55.90
1430 0.8585 71.88 0.5127 59.12
1440 1.0708 62.50 0.6242 58.82
1450 1.3071 50.00 0.6155 59.24
1460 1.0348 62.50 0.6085 60.38
1470 1.3349 53.12 0.6186 58.32
1480 1.0442 62.50 0.4592 56.38
1490 1.2936 56.25 0.5108 56.60
