batch class_loss class_acc conf_loss conf
0 2.5478 3.12 0.7903 52.37
10 2.2734 9.38 0.6825 50.14
20 1.8906 46.88 0.6551 48.10
30 1.7373 59.38 0.7364 47.89
40 1.6405 50.00 0.7150 48.26
50 1.4656 75.00 0.6597 49.17
60 1.4602 59.38 0.6437 50.65
70 1.3180 68.75 0.5983 51.72
80 1.2503 68.75 0.6108 53.31
90 1.1562 68.75 0.6016 55.69
100 1.0953 68.75 0.6566 56.28
110 1.0508 62.50 0.6100 58.42
120 1.1543 68.75 0.5530 58.48
130 1.1258 71.88 0.5532 58.86
140 1.0957 68.75 0.5476 60.13
150 0.8050 84.38 0.5294 61.11
160 0.9225 75.00 0.5433 61.00
170 0.8023 78.12 0.4843 61.74
180 0.8925 68.75 0.5303 63.14
190 0.9439 65.62 0.5098 64.20
200 0.6860 81.25 0.5018 65.14
210 0.6871 84.38 0.4380 64.78
220 0.8902 68.75 0.4722 65.15
230 0.7938 81.25 0.4353 66.19
240 0.7869 75.00 0.4490 66.03
250 0.8554 68.75 0.5089 65.04
260 0.8066 78.12 0.4857 65.25
270 0.6988 71.88 0.3998 67.46
280 1.1115 68.75 0.5276 67.77
290 0.7376 68.75 0.4949 67.45
300 0.6539 81.25 0.4897 67.28
310 0.7738 68.75 0.5532 68.35
320 0.6910 78.12 0.4187 68.75
330 0.6896 75.00 0.4971 66.33
340 0.8487 68.75 0.4873 68.69
350 0.6446 84.38 0.4108 69.60
360 0.6773 78.12 0.4767 69.67
370 0.8679 71.88 0.4815 65.75
380 0.7302 78.12 0.4992 68.53
390 0.7997 65.62 0.5477 72.76
400 1.3889 43.75 0.7842 71.25
410 0.6523 78.12 0.4392 69.86
420 0.6508 75.00 0.4636 68.78
430 0.6067 78.12 0.4468 68.51
440 0.6227 84.38 0.3702 70.71
450 0.6260 75.00 0.4552 69.77
460 1.0017 56.25 0.6433 70.99
470 0.5624 78.12 0.4237 71.07
480 0.7321 71.88 0.4832 72.32
490 0.4731 93.75 0.4000 70.51
500 0.5624 75.00 0.4134 70.11
510 0.7003 68.75 0.5860 69.69
520 0.9000 65.62 0.4433 71.64
530 0.8111 71.88 0.5109 69.54
540 0.6801 78.12 0.5189 72.45
550 0.5691 81.25 0.3755 71.89
560 0.9145 65.62 0.5557 71.46
570 0.4879 84.38 0.4435 72.85
580 0.8147 68.75 0.5164 74.13
590 0.9482 68.75 0.6194 72.84
600 0.7600 71.88 0.4408 71.31
610 0.6477 81.25 0.4328 74.70
620 1.2246 62.50 0.5134 69.40
630 1.0475 53.12 0.5694 70.08
640 0.6939 71.88 0.4490 70.66
650 0.7254 68.75 0.4518 69.97
660 0.7574 71.88 0.4775 70.12
670 0.8321 65.62 0.6037 73.24
680 0.6410 75.00 0.4390 73.11
690 0.8218 59.38 0.6153 74.61
700 0.7352 71.88 0.4438 74.84
710 0.7905 71.88 0.5445 72.51
720 0.5763 75.00 0.3788 70.72
730 0.6912 71.88 0.4304 72.37
740 0.8971 68.75 0.5185 72.11
