batch class_loss class_acc conf_loss conf
0 0.7713 65.62 0.4321 73.21
10 0.6850 68.75 0.5190 73.93
20 0.5625 71.88 0.4527 72.45
30 0.8013 65.62 0.3677 74.01
40 0.5178 81.25 0.4006 72.56
50 0.5651 84.38 0.4392 73.24
60 0.3741 87.50 0.3011 75.37
70 0.6747 65.62 0.4886 72.43
80 0.5292 78.12 0.3749 74.49
90 0.6907 68.75 0.5304 76.50
100 0.5294 68.75 0.4540 76.42
110 0.5512 84.38 0.3968 73.51
120 0.8163 62.50 0.4693 73.86
130 0.8623 56.25 0.5911 73.18
140 0.7769 68.75 0.6794 75.31
150 0.7672 71.88 0.5230 77.62
160 0.5091 78.12 0.5392 71.54
170 0.9497 56.25 0.5811 73.70
180 0.8037 71.88 0.4633 73.32
190 0.9548 56.25 0.5745 73.68
200 0.8082 65.62 0.6166 75.16
210 0.6702 71.88 0.4742 72.97
220 0.6081 71.88 0.4499 72.59
230 0.8665 59.38 0.5663 71.58
240 0.6227 71.88 0.4704 72.71
250 0.6595 68.75 0.4942 72.91
260 0.4199 87.50 0.3333 75.42
270 0.5834 68.75 0.4285 73.80
280 0.7135 75.00 0.5567 72.80
290 0.3203 90.62 0.4380 74.65
300 0.5688 75.00 0.4195 72.78
310 0.4792 84.38 0.4017 72.87
320 0.6105 71.88 0.4626 71.48
330 0.8511 59.38 0.5607 73.36
340 0.5026 78.12 0.4329 75.83
350 0.6152 71.88 0.5699 74.36
360 0.4663 84.38 0.3896 70.35
370 0.5509 75.00 0.4520 72.55
380 0.5379 78.12 0.4727 73.79
390 0.5565 81.25 0.4786 72.03
400 0.9535 75.00 0.6186 75.50
410 0.5859 62.50 0.5231 74.06
420 0.4264 90.62 0.4274 72.46
430 0.8108 68.75 0.5930 75.15
440 1.0093 59.38 0.6540 75.06
450 0.6162 68.75 0.5658 75.96
460 1.0664 53.12 0.7181 72.48
470 0.7076 65.62 0.5044 71.77
480 0.7386 75.00 0.4641 74.71
490 0.6411 71.88 0.5861 70.57
500 0.7373 81.25 0.5046 72.17
510 0.5535 75.00 0.4782 71.29
520 0.7884 59.38 0.6766 73.54
530 0.6395 81.25 0.4365 73.05
540 0.4470 84.38 0.3869 71.58
550 0.6664 71.88 0.4174 72.26
560 0.5675 78.12 0.5515 74.62
570 0.6355 62.50 0.4525 72.57
580 0.7206 75.00 0.5455 73.80
590 0.6128 75.00 0.4504 70.69
600 0.7481 65.62 0.4138 72.93
610 0.7661 78.12 0.4497 70.58
620 0.5619 71.88 0.4084 72.51
630 0.4920 81.25 0.3502 71.58
640 0.5457 71.88 0.3838 71.81
650 0.6826 68.75 0.5833 72.27
660 0.4341 90.62 0.3762 72.82
670 0.6489 75.00 0.4522 71.71
680 0.7987 65.62 0.3971 72.26
690 0.7077 68.75 0.4716 72.33
700 0.7245 68.75 0.3364 70.12
710 0.5696 65.62 0.4103 74.62
720 0.6521 75.00 0.4843 73.99
730 0.7337 68.75 0.4660 71.05
740 0.6497 71.88 0.5277 73.96
