batch class_loss class_acc conf_loss conf
0 0.4915 78.12 0.3895 78.77
10 0.6158 81.25 0.3945 76.33
20 0.3558 93.75 0.2885 80.31
30 0.4058 84.38 0.2598 80.56
40 0.5400 78.12 0.4591 81.09
50 0.4684 78.12 0.3661 77.29
60 0.5811 75.00 0.4507 75.60
70 0.4698 75.00 0.3544 76.71
80 0.4162 84.38 0.3951 79.11
90 0.5243 75.00 0.3036 76.45
100 0.8228 71.88 0.4865 78.20
110 0.3319 87.50 0.2821 79.82
120 0.6767 68.75 0.3977 78.42
130 0.5608 75.00 0.3711 76.76
140 0.5313 84.38 0.3794 79.19
150 0.4424 81.25 0.4248 76.51
160 0.5384 84.38 0.3764 79.90
170 0.4166 81.25 0.4366 80.85
180 0.5309 78.12 0.4016 78.16
190 0.5901 81.25 0.3884 79.86
200 0.4985 84.38 0.3113 80.12
210 0.2560 93.75 0.2711 80.73
220 0.3238 87.50 0.3613 80.38
230 0.4948 75.00 0.3539 77.94
240 0.5773 78.12 0.5348 78.22
250 0.5032 78.12 0.3774 79.26
260 0.8216 68.75 0.5973 77.26
270 0.6413 71.88 0.3892 75.08
280 0.5247 81.25 0.3588 76.59
290 0.3537 87.50 0.3072 79.27
300 0.3164 87.50 0.3092 77.06
310 0.3402 81.25 0.3501 77.37
320 0.4869 81.25 0.3415 77.15
330 0.4678 84.38 0.3130 78.42
340 0.6027 81.25 0.4438 77.50
350 0.6082 78.12 0.4184 75.79
360 0.5477 81.25 0.3818 76.81
370 0.5495 78.12 0.3249 76.77
380 0.4244 81.25 0.3366 78.39
390 0.3587 87.50 0.2904 80.47
400 0.7594 68.75 0.4214 77.97
410 0.5303 71.88 0.4772 79.81
420 0.3944 81.25 0.3153 81.20
430 0.4077 84.38 0.4007 77.68
440 0.6031 75.00 0.4277 77.50
450 0.6622 75.00 0.4650 75.68
460 0.7177 75.00 0.4469 76.27
470 0.5520 78.12 0.4144 75.98
480 0.8162 65.62 0.5807 76.64
490 0.4327 78.12 0.3597 76.71
500 0.6450 75.00 0.3916 76.26
510 0.6580 84.38 0.3993 79.32
520 0.8218 71.88 0.4411 80.02
530 0.4945 78.12 0.4122 77.34
540 0.3827 84.38 0.3123 79.53
550 0.5701 81.25 0.3847 79.71
560 0.4965 75.00 0.4321 75.28
570 0.3751 81.25 0.3427 77.86
580 0.4384 84.38 0.3177 82.49
590 0.7479 62.50 0.5334 75.63
600 0.3832 84.38 0.3347 78.94
610 0.4575 87.50 0.3227 77.62
620 0.6507 75.00 0.5008 80.60
630 0.3859 84.38 0.3328 77.44
640 0.4389 78.12 0.4071 78.16
650 0.4864 84.38 0.2758 79.30
660 0.4690 81.25 0.4105 77.11
670 0.4973 71.88 0.3591 77.92
680 0.5009 75.00 0.3997 76.41
690 0.4966 78.12 0.3940 77.43
700 0.4208 81.25 0.4087 79.94
710 0.3693 81.25 0.3410 79.89
720 0.7451 75.00 0.4715 79.89
730 0.6460 68.75 0.4632 74.73
740 0.5291 81.25 0.2635 78.24
750 0.6331 65.62 0.5677 79.20
760 0.5246 81.25 0.3989 81.00
