batch class_loss class_acc conf_loss conf
0 0.7915 75.00 0.5129 60.78
10 1.4554 62.50 0.6987 60.87
20 1.1983 56.25 0.4376 59.76
30 1.2334 62.50 0.4255 61.56
40 1.0321 59.38 0.5413 62.27
50 1.5045 46.88 0.6694 62.18
60 1.1089 62.50 0.4953 59.25
70 0.9168 68.75 0.3420 62.46
80 1.0947 62.50 0.5270 61.72
90 1.2967 59.38 0.4084 61.32
100 1.3188 53.12 0.3970 55.53
110 1.2683 50.00 0.6456 57.35
120 0.9956 62.50 0.4080 57.54
130 0.7932 75.00 0.4964 58.66
140 0.7841 75.00 0.5354 62.59
150 1.5025 43.75 0.5650 61.59
160 1.0834 59.38 0.5613 59.58
170 1.2974 56.25 0.4270 59.38
180 1.5025 53.12 0.6351 61.20
190 1.0435 65.62 0.4028 59.68
200 1.2667 62.50 0.5168 62.03
210 0.9773 68.75 0.4348 59.06
220 1.1096 59.38 0.5054 60.45
230 1.2930 59.38 0.5428 59.19
240 1.1095 62.50 0.7285 62.53
250 1.0727 65.62 0.5590 57.52
260 1.1138 53.12 0.5505 61.91
270 1.0137 68.75 0.3840 59.69
280 1.1821 62.50 0.4638 59.73
290 1.1899 56.25 0.4071 58.10
300 1.2556 56.25 0.6770 61.38
310 1.2935 56.25 0.5180 60.51
320 1.1980 56.25 0.5730 59.09
330 1.3211 59.38 0.4589 59.03
340 1.4510 50.00 0.6311 59.31
350 1.2009 59.38 0.4507 54.32
360 1.2948 56.25 0.5784 58.60
370 1.1642 59.38 0.3991 57.89
380 1.3755 43.75 0.5709 63.73
390 1.3718 53.12 0.6208 59.36
400 0.9236 71.88 0.4318 60.65
410 0.9624 65.62 0.4733 60.09
420 1.0790 68.75 0.4699 56.56
430 1.3609 46.88 0.5602 60.81
440 1.1776 59.38 0.5582 58.18
450 1.2452 62.50 0.6711 60.26
460 1.1655 53.12 0.4588 59.92
470 0.9394 62.50 0.5013 59.48
480 1.2612 59.38 0.5123 58.34
490 1.0449 71.88 0.4777 60.66
500 1.2831 46.88 0.4881 61.90
510 1.2907 59.38 0.5151 58.93
520 1.1456 68.75 0.5285 65.74
530 1.2630 56.25 0.5187 65.71
540 0.8641 78.12 0.4439 61.90
550 1.3381 68.75 0.6186 65.62
560 0.8847 65.62 0.4537 62.08
570 1.0130 62.50 0.3902 64.20
580 0.9994 65.62 0.5527 64.75
590 0.9323 71.88 0.4005 59.41
600 0.7982 71.88 0.4064 60.49
610 1.0838 65.62 0.5331 64.22
620 1.5418 56.25 0.4516 59.17
630 0.9536 71.88 0.6584 55.99
640 1.3330 53.12 0.6347 59.20
650 1.1563 59.38 0.5919 58.03
660 1.7267 46.88 0.5202 58.45
670 1.0718 53.12 0.6077 58.11
680 0.9163 71.88 0.4426 62.20
690 1.0287 65.62 0.3806 62.39
700 1.1857 50.00 0.4878 62.06
710 1.1069 65.62 0.6611 61.61
720 1.3991 53.12 0.4383 58.66
730 1.2625 59.38 0.5692 60.34
740 0.8529 65.62 0.5802 61.40
750 1.3962 62.50 0.4956 60.50
760 1.3453 53.12 0.5503 57.21
770 1.0856 65.62 0.5093 59.74
780 1.1967 53.12 0.4839 61.42
790 1.1378 53.12 0.5906 59.77
