batch class_loss class_acc conf_loss conf
0 0.8332 78.12 0.5516 64.44
10 1.1936 59.38 0.4739 59.98
20 0.9744 65.62 0.5692 66.18
30 1.2290 65.62 0.5598 66.42
40 1.3466 59.38 0.4627 65.48
50 0.8476 75.00 0.4968 62.75
60 1.1076 62.50 0.4825 60.03
70 1.2145 56.25 0.6630 60.93
80 1.0680 65.62 0.5144 64.87
90 0.8876 75.00 0.4380 64.82
100 0.9616 68.75 0.5262 66.69
110 1.2494 56.25 0.4915 65.98
120 0.7518 75.00 0.4183 60.41
130 0.9553 68.75 0.5408 60.19
140 1.2318 53.12 0.5237 56.64
150 1.3224 53.12 0.6200 61.06
160 0.9446 71.88 0.4083 64.86
170 1.3012 53.12 0.4653 64.29
180 1.3242 40.62 0.4265 59.47
190 1.0473 68.75 0.4449 61.49
200 0.9851 65.62 0.4691 61.68
210 1.4069 59.38 0.6078 66.78
220 1.2257 59.38 0.5241 61.41
230 0.9352 75.00 0.4256 58.89
240 0.9847 62.50 0.3912 60.41
250 0.8089 65.62 0.5026 64.00
260 0.8079 71.88 0.4584 60.52
270 1.0842 65.62 0.3464 62.08
280 1.1672 50.00 0.4463 59.94
290 0.9926 68.75 0.4235 62.33
300 1.0769 65.62 0.3618 65.53
310 0.9145 68.75 0.4293 64.97
320 0.6412 78.12 0.4227 68.71
330 1.1421 59.38 0.4771 61.66
340 1.1448 59.38 0.5249 58.49
350 0.8422 75.00 0.5584 64.06
360 1.2313 59.38 0.4402 60.60
370 1.4151 53.12 0.7179 63.63
380 1.2630 56.25 0.4927 60.31
390 0.8836 71.88 0.5449 58.81
400 1.1529 59.38 0.5464 62.86
410 1.6598 40.62 0.6086 64.37
420 1.0957 62.50 0.5313 65.59
430 1.1551 68.75 0.4820 60.42
440 1.0502 68.75 0.4333 65.82
450 1.0870 68.75 0.4821 64.10
460 1.3229 43.75 0.5854 67.08
470 0.8882 71.88 0.3873 64.01
480 0.8025 75.00 0.5915 63.38
490 1.0975 46.88 0.4492 65.17
500 1.2499 46.88 0.5242 63.67
510 1.2446 59.38 0.5486 62.55
520 1.1249 56.25 0.3887 62.25
530 0.7586 75.00 0.5642 60.70
540 0.8653 75.00 0.4552 63.16
550 1.0419 68.75 0.4560 62.88
560 1.1012 62.50 0.5476 59.95
570 1.0308 68.75 0.5356 63.83
580 1.0915 65.62 0.5502 66.05
590 0.9021 65.62 0.4744 63.76
600 1.2723 56.25 0.5151 56.22
610 1.1825 68.75 0.4271 63.69
620 1.2782 56.25 0.4160 66.77
630 1.0684 59.38 0.4327 65.06
640 1.0386 68.75 0.5174 67.88
650 1.4064 53.12 0.4896 65.72
660 1.0164 65.62 0.3009 64.47
670 1.1389 65.62 0.4430 67.16
680 1.0270 62.50 0.4471 66.30
690 0.9642 65.62 0.4603 58.21
700 1.1729 59.38 0.4738 61.68
710 0.9925 65.62 0.4166 61.55
720 0.8849 65.62 0.4252 61.63
730 1.1851 59.38 0.4687 58.57
740 0.8712 81.25 0.6228 58.08
750 0.8466 71.88 0.4523 64.99
760 1.1052 62.50 0.5735 66.06
770 1.3245 59.38 0.4840 62.89
780 1.1814 59.38 0.3975 63.56
790 0.8780 71.88 0.3618 65.54
800 1.1835 50.00 0.4132 64.93
810 1.0820 56.25 0.4727 55.69
820 1.3276 53.12 0.6505 59.20
830 0.9470 65.62 0.4760 65.17
840 1.0919 53.12 0.5673 64.66
850 1.3170 56.25 0.4252 63.39
860 0.9024 62.50 0.3373 63.04
870 1.0542 62.50 0.6015 57.61
880 1.2297 53.12 0.4298 62.16
890 1.0152 65.62 0.5434 66.35
900 1.1043 59.38 0.3746 60.98
910 1.2325 56.25 0.5187 62.30
920 0.9884 65.62 0.5245 59.79
930 1.6392 46.88 0.4625 59.63
940 0.9185 62.50 0.4490 61.68
950 1.7744 46.88 0.8857 62.99
960 0.8319 71.88 0.5376 66.79
970 1.0092 65.62 0.4376 60.45
980 1.1706 56.25 0.5211 59.00
990 1.1993 59.38 0.4941 62.34
1000 0.9510 59.38 0.4664 66.74
1010 0.9753 71.88 0.5277 66.97
1020 1.0769 59.38 0.3907 62.93
1030 0.9213 71.88 0.3502 66.51
1040 0.8397 71.88 0.4672 66.44
1050 1.3212 53.12 0.7706 66.86
1060 0.8925 65.62 0.3353 61.95
1070 1.3122 53.12 0.6244 61.81
1080 0.9564 68.75 0.4785 60.79
1090 0.9974 71.88 0.4487 62.65
1100 1.5270 59.38 0.6107 62.03
