batch class_loss class_acc conf_loss conf
0 0.5989 75.00 0.5361 76.18
10 0.8793 59.38 0.5884 75.04
20 0.7057 71.88 0.3400 71.85
30 0.8360 65.62 0.3671 74.20
40 0.4212 87.50 0.3264 75.85
50 0.6466 81.25 0.4284 71.46
60 0.8480 68.75 0.5722 71.16
70 0.5600 78.12 0.4587 75.32
80 0.5440 75.00 0.4397 72.85
90 0.5751 81.25 0.4050 74.50
100 0.4243 81.25 0.3439 73.91
110 0.5953 71.88 0.4321 74.60
120 0.4589 84.38 0.4965 75.67
130 0.6601 71.88 0.4976 76.65
140 0.7210 68.75 0.4372 75.44
150 0.4474 87.50 0.3659 75.38
160 0.4150 93.75 0.3672 73.17
170 1.1417 62.50 0.5426 75.96
180 0.7992 71.88 0.5003 74.28
190 0.6219 81.25 0.4118 76.10
200 0.5760 81.25 0.3193 76.67
210 0.5668 75.00 0.4193 77.08
220 0.5986 81.25 0.4040 77.15
230 0.8047 65.62 0.4465 77.18
240 0.5765 81.25 0.4079 75.11
250 0.7149 71.88 0.6008 74.03
260 0.6415 71.88 0.5565 75.72
270 0.5195 75.00 0.4477 76.12
280 0.8162 68.75 0.4899 75.30
290 0.4703 81.25 0.3505 76.93
300 1.2460 56.25 0.7423 75.73
310 0.7689 62.50 0.4846 73.74
320 0.6677 68.75 0.5789 77.40
330 0.5549 78.12 0.4193 76.09
340 0.3840 87.50 0.3718 75.98
350 0.4719 84.38 0.3525 76.38
360 0.9233 65.62 0.6000 78.46
370 0.5544 71.88 0.3237 76.51
380 0.3987 87.50 0.3010 77.22
390 0.5950 78.12 0.4888 76.53
400 0.5548 71.88 0.3414 74.76
410 0.4501 81.25 0.4055 77.77
420 0.4909 87.50 0.3366 79.16
430 0.8446 59.38 0.5266 72.31
440 0.4752 84.38 0.3273 75.53
450 0.4324 84.38 0.3332 78.07
460 0.6895 78.12 0.3088 76.75
470 0.6536 78.12 0.3864 74.76
480 0.5941 78.12 0.4898 75.80
490 0.8293 71.88 0.4696 77.89
500 0.8511 59.38 0.5687 75.39
510 0.6492 78.12 0.4861 77.95
520 0.5942 75.00 0.4654 78.09
530 0.5321 81.25 0.3996 74.13
540 0.6279 81.25 0.3907 78.48
550 0.5244 84.38 0.3276 75.57
560 0.5272 78.12 0.3895 76.05
570 1.1953 50.00 0.7641 75.82
580 0.7473 65.62 0.4310 77.26
590 0.6341 81.25 0.3764 78.63
600 0.5664 78.12 0.3874 75.32
610 0.4967 81.25 0.3626 74.83
620 0.5402 71.88 0.3859 78.15
630 0.8369 71.88 0.4510 76.41
640 0.4932 78.12 0.3878 78.63
650 0.6253 75.00 0.4351 76.03
660 0.6331 78.12 0.4263 74.14
670 0.6015 78.12 0.4146 75.77
680 0.4557 87.50 0.3565 76.19
690 0.5212 81.25 0.3714 78.86
700 0.5929 81.25 0.3729 76.09
710 0.3470 84.38 0.3216 76.68
720 0.4953 81.25 0.3642 75.86
730 0.4988 78.12 0.4598 76.34
740 0.7657 71.88 0.4385 75.43
