batch class_loss class_acc conf_loss conf
0 0.6267 81.25 0.5425 76.99
10 0.4696 84.38 0.3565 76.40
20 0.9453 59.38 0.6587 76.29
30 0.7446 62.50 0.4425 75.95
40 0.8055 68.75 0.4719 75.97
50 0.6970 75.00 0.4655 76.60
60 0.4705 75.00 0.3734 77.55
70 0.6136 78.12 0.3979 74.68
80 0.9734 62.50 0.6704 77.20
90 0.5270 78.12 0.3178 77.57
100 0.7177 65.62 0.5807 77.42
110 0.8063 62.50 0.6205 76.12
120 0.6439 71.88 0.4402 74.89
130 0.6586 71.88 0.4170 73.19
140 0.3624 87.50 0.4134 76.39
150 0.4071 87.50 0.3016 76.67
160 0.4427 87.50 0.3392 75.99
170 0.7474 75.00 0.4496 76.89
180 0.5505 75.00 0.4753 78.13
190 0.5540 75.00 0.3681 76.72
200 0.4903 78.12 0.4190 75.24
210 0.5122 75.00 0.4908 76.46
220 0.5864 81.25 0.3693 77.90
230 0.4839 84.38 0.3279 77.84
240 0.6850 68.75 0.5452 78.98
250 0.6482 71.88 0.3987 73.97
260 0.6601 78.12 0.4839 75.41
270 0.6321 81.25 0.3512 78.15
280 0.6114 75.00 0.4632 78.38
290 0.7598 68.75 0.5368 73.55
300 0.6958 75.00 0.4251 75.49
310 0.5884 75.00 0.3857 76.67
320 0.4145 81.25 0.4409 77.57
330 0.3414 87.50 0.3279 77.03
340 0.5547 75.00 0.4508 79.97
350 0.5250 75.00 0.4866 78.38
360 0.6566 71.88 0.5134 80.56
370 0.5474 75.00 0.4861 77.23
380 0.7479 65.62 0.3543 73.22
390 0.5479 81.25 0.3687 77.75
400 0.7316 71.88 0.5611 75.26
410 0.7260 75.00 0.4067 76.45
420 0.4975 71.88 0.3758 75.89
430 0.8641 68.75 0.6023 76.05
440 0.6903 75.00 0.4789 75.91
450 0.4959 78.12 0.3749 78.65
460 0.5882 78.12 0.3690 76.86
470 0.5055 84.38 0.3447 74.91
480 0.5279 75.00 0.4501 74.84
490 0.5237 71.88 0.4772 77.68
500 0.5735 81.25 0.3962 75.58
510 0.6952 68.75 0.4722 76.47
520 0.3649 87.50 0.3452 77.16
530 0.4580 84.38 0.2991 76.68
540 0.4882 81.25 0.4320 76.76
550 0.3565 84.38 0.4269 77.80
560 0.5942 78.12 0.4361 76.66
570 0.6631 71.88 0.4836 77.92
580 0.4427 84.38 0.3025 75.70
590 0.5239 71.88 0.4184 75.06
600 0.8625 78.12 0.6356 78.02
610 0.7629 71.88 0.4431 77.62
620 0.6273 71.88 0.3917 76.05
630 0.4962 78.12 0.4048 76.02
640 0.4954 78.12 0.4011 76.25
650 0.5798 78.12 0.4638 76.06
660 0.3949 93.75 0.3645 75.47
670 0.4633 78.12 0.3490 74.18
680 0.6199 78.12 0.4862 78.48
690 0.7664 68.75 0.5719 75.73
700 0.6062 75.00 0.4919 75.89
710 0.8281 62.50 0.5701 78.50
720 0.6681 68.75 0.3850 77.09
730 0.5363 68.75 0.3582 79.88
740 0.4633 81.25 0.4062 74.55
