batch class_loss class_acc conf_loss conf
0 0.5647 75.00 0.4350 76.95
10 0.6493 81.25 0.3912 78.06
20 0.4739 78.12 0.3139 77.06
30 0.6925 75.00 0.5241 74.05
40 0.5792 78.12 0.4040 75.71
50 0.5738 75.00 0.4588 76.20
60 0.7272 71.88 0.5021 77.01
70 0.5463 75.00 0.3819 76.93
80 0.4709 84.38 0.4209 76.66
90 0.7368 68.75 0.4749 77.65
100 0.7228 71.88 0.3729 75.17
110 0.8877 65.62 0.5512 77.35
120 0.4917 87.50 0.5146 75.55
130 0.5790 71.88 0.4167 73.90
140 0.6890 71.88 0.3823 77.41
150 0.7927 62.50 0.5113 75.59
160 0.5268 81.25 0.3825 77.63
170 0.4682 78.12 0.3940 75.69
180 0.4388 84.38 0.2800 78.15
190 0.5081 84.38 0.3990 75.78
200 0.5340 81.25 0.3794 72.34
210 0.4428 81.25 0.3383 77.21
220 0.3086 87.50 0.3075 77.12
230 0.4242 87.50 0.2581 77.74
240 0.6035 81.25 0.4990 75.88
250 0.5200 71.88 0.4279 75.39
260 0.3444 90.62 0.3173 78.13
270 0.5645 75.00 0.5193 78.43
280 0.7633 62.50 0.4712 76.02
290 0.4983 71.88 0.3490 74.63
300 0.5209 71.88 0.3683 77.00
310 0.4838 81.25 0.4342 75.22
320 0.4008 84.38 0.2515 78.57
330 0.4362 81.25 0.3128 77.07
340 0.4162 84.38 0.3166 80.66
350 0.6192 71.88 0.4677 74.46
360 0.5684 75.00 0.4366 76.43
370 0.7156 65.62 0.5498 74.83
380 0.7046 65.62 0.5400 78.10
390 0.3786 84.38 0.3455 79.28
400 0.5680 78.12 0.4740 76.86
410 0.5034 84.38 0.4124 77.68
420 0.7523 68.75 0.5078 77.60
430 0.4664 84.38 0.3197 79.35
440 0.4967 81.25 0.3746 76.69
450 0.6344 75.00 0.3801 77.20
460 0.6678 75.00 0.5108 75.50
470 0.6312 81.25 0.4172 77.10
480 0.5219 84.38 0.4031 75.08
490 0.6189 75.00 0.4398 77.24
500 0.6114 75.00 0.4349 76.52
510 0.6187 78.12 0.4228 74.41
520 0.4828 84.38 0.4316 76.01
530 0.6343 68.75 0.4792 77.26
540 0.5990 81.25 0.5289 76.87
550 0.4258 84.38 0.3847 77.88
560 0.6168 81.25 0.4062 78.47
570 0.3162 87.50 0.2903 78.37
580 0.6894 68.75 0.4636 77.74
590 0.6097 75.00 0.3744 75.03
600 0.6127 68.75 0.3646 75.51
610 0.6116 81.25 0.4601 78.80
620 0.6166 68.75 0.4195 77.95
630 0.5406 84.38 0.3774 79.20
640 0.3723 93.75 0.3304 76.54
650 0.6192 78.12 0.4697 74.70
660 0.6061 75.00 0.4123 75.18
670 0.5403 71.88 0.4051 79.21
680 0.5131 78.12 0.3428 76.68
690 0.5802 84.38 0.3920 76.05
700 0.5590 75.00 0.3845 78.31
710 0.5526 75.00 0.4409 79.65
720 0.4499 84.38 0.4434 77.92
730 0.5487 78.12 0.3753 76.49
740 0.7080 68.75 0.5709 77.26
